,sampleId,sampCountry,origCountry,productCode,efsaProductCode,productTreat,progType,pesticideCode,resVal,fatPerc,resType,year
3789,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0295-001-PPP,0.01,13.53,LOQ,2011
3790,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0351-001-PPP,0.02,13.53,LOQ,2011
3791,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0156-001-PPP,0.001,13.53,LOQ,2011
3792,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0263-001-PPP,0.001,,LOQ,2011
3793,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0432-001-PPP,0.01,,LOQ,2011
3794,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0119-001-PPP,0.001,,LOQ,2011
3795,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0238-001-PPP,0.001,,LOQ,2011
3796,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0406-001-PPP,0.03,,LOQ,2011
3797,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0155-001-PPP,0.001,,LOQ,2011
3798,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0011-001-PPP,0.005,,LOQ,2011
3799,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0690-002-PPP,0.005,13.53,LOQ,2011
3800,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0385-001-PPP,0.01,13.53,LOQ,2011
3801,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0383-002-PPP,0.01,13.53,LOQ,2011
3802,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0088-001-PPP,0.004,13.53,LOQ,2011
3803,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0112-001-PPP,0.01,13.53,LOQ,2011
3804,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0120-001-PPP,0.007,13.53,LOQ,2011
3805,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0290-001-PPP,0.02,13.53,LOQ,2011
3806,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0373-001-PPP,0.02,13.53,LOQ,2011
3807,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0046-001-PPP,0.005,13.53,LOQ,2011
3808,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0236-004-PPP,0.001,13.53,LOQ,2011
3809,DCC5A193E0243FC0FCF7D5AC453A56B1,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0032-001-PPP,0.01,,LOQ,2011
3810,DCC5A193E0243FC0FCF7D5AC453A56B1,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0263-001-PPP,0.001,,LOQ,2011
3811,DCC5A193E0243FC0FCF7D5AC453A56B1,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0059-001-PPP,0.002,,LOQ,2011
3812,DCC5A193E0243FC0FCF7D5AC453A56B1,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0432-001-PPP,0.01,,LOQ,2011
3813,DCC5A193E0243FC0FCF7D5AC453A56B1,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0119-001-PPP,0.001,,LOQ,2011
3814,DCC5A193E0243FC0FCF7D5AC453A56B1,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0238-001-PPP,0.001,,LOQ,2011
3815,DCC5A193E0243FC0FCF7D5AC453A56B1,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0406-001-PPP,0.03,,LOQ,2011
3816,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0108-003-PPP,0.005,,LOQ,2011
3817,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0075-002-PPP,0.001,,LOQ,2011
3818,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0237-001-PPP,0.001,,LOQ,2011
3819,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0187-006-PPP,0.01,,LOQ,2011
3820,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0842-001-PPP,0.01,,LOQ,2011
3821,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0239-002-PPP,0.001,,LOQ,2011
3822,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0348-001-PPP,0.003,,LOQ,2011
3823,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0021-003-PPP,0.001,,LOQ,2011
3824,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0123-001-PPP,0.003,,LOQ,2011
