,sampCountry,year,tag,num_samples,above_mrl_samples,above_mrl_mean,above_mrl_std,between_loq_and_mrl_samples,between_loq_and_mrl_mean,between_loq_and_mrl_std
18247,HU,2021,Biphenyl,7,7.0,0.01,0.0,0.0,0.0,0.0
18248,HU,2021,Bitertanol (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18249,HU,2021,Bixafen (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18250,HU,2021,Boscalid (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
18251,HU,2021,Bromfenvinfos,7,7.0,0.01,0.0,0.0,0.0,0.0
18252,HU,2021,Bromophos,7,7.0,0.01,0.0,0.0,0.0,0.0
18253,HU,2021,Bromophos-ethyl,7,7.0,0.01,0.0,0.0,0.0,0.0
18254,HU,2021,Bromopropylate,7,7.0,0.01,0.0,0.0,0.0,0.0
18255,HU,2021,Bromuconazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18256,HU,2021,Buprofezin,7,7.0,0.01,0.0,0.0,0.0,0.0
18257,HU,2021,Butylate,7,7.0,0.01,0.0,0.0,0.0,0.0
18258,HU,2021,Cadusafos,7,7.0,0.01,0.0,0.0,0.0,0.0
18259,HU,2021,Carbaryl,7,7.0,0.01,0.0,0.0,0.0,0.0
18260,HU,2021,Carbendazim and benomyl (sum),7,7.0,0.01,0.0,5.0,0.01,0.0
18261,HU,2021,Carbendazim and thiophanate-methyl (sum),7,7.0,0.016,0.0,0.0,0.0,0.0
18262,HU,2021,Carbofuran (sum),7,7.0,0.001,0.0,0.0,0.0,0.0
18263,HU,2021,Carboxin,7,7.0,0.01,0.0,0.0,0.0,0.0
18264,HU,2021,Chlorantraniliprole,7,7.0,0.01,0.0,0.0,0.0,0.0
18265,HU,2021,Chlorbromuron,7,7.0,0.01,0.0,0.0,0.0,0.0
18266,HU,2021,Chlorfenvinphos,7,7.0,0.01,0.0,0.0,0.0,0.0
18267,HU,2021,Chlorobenzilate,7,0.0,0.0,0.0,7.0,0.01,0.0
18268,HU,2021,Chlorothalonil (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18269,HU,2021,Chlorotoluron (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18270,HU,2021,Chlorpyrifos,7,0.0,0.0,0.0,7.0,0.005,0.0
18271,HU,2021,Chlorpyrifos-methyl,7,0.0,0.0,0.0,7.0,0.005,0.0
18272,HU,2021,Cinidon-ethyl (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18273,HU,2021,Clofentezine (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18274,HU,2021,Clomazone (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18275,HU,2021,Coumaphos,7,7.0,0.01,0.0,0.0,0.0,0.0
18276,HU,2021,Cyanazine,7,7.0,0.01,0.0,0.0,0.0,0.0
18277,HU,2021,Cyazofamid,7,7.0,0.01,0.0,0.0,0.0,0.0
18278,HU,2021,Cycloate,7,7.0,0.01,0.0,0.0,0.0,0.0
18279,HU,2021,Cycloxydim (sum),7,7.0,0.022,0.0125,0.0,0.0,0.0
18281,HU,2021,Cymoxanil,7,7.0,0.01,0.0,0.0,0.0,0.0
18282,HU,2021,Cypermethrin (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
18283,HU,2021,Cyproconazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18285,HU,2021,DDT (sum),7,0.0,0.0,0.0,7.0,0.0102,0.0083
18286,HU,2021,Deltamethrin,7,0.0,0.0,0.0,7.0,0.02,0.0
18287,HU,2021,Desmedipham,7,7.0,0.01,0.0,0.0,0.0,0.0
18288,HU,2021,Diazinon,7,0.0,0.0,0.0,7.0,0.01,0.0
18289,HU,2021,Dichlofluanid and DMSA (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18290,HU,2021,Dichlorvos,7,7.0,0.01,0.0,0.0,0.0,0.0
18291,HU,2021,Diclobutrazol,7,7.0,0.01,0.0,0.0,0.0,0.0
18292,HU,2021,Dicloran,7,7.0,0.01,0.0,0.0,0.0,0.0
18294,HU,2021,Dieldrin (sum),7,0.0,0.0,0.0,7.0,0.0027,0.001
18295,HU,2021,Diethofencarb,7,7.0,0.01,0.0,0.0,0.0,0.0
18296,HU,2021,Difenoconazole,7,7.0,0.005,0.0,0.0,0.0,0.0
18297,HU,2021,Diflubenzuron (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18298,HU,2021,Diflufenican,7,7.0,0.01,0.0,0.0,0.0,0.0
18299,HU,2021,Dimethachlor,7,7.0,0.01,0.0,0.0,0.0,0.0
18300,HU,2021,Dimethenamid (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18301,HU,2021,Dimethomorph (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18302,HU,2021,Dimoxystrobin (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18303,HU,2021,Diniconazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18304,HU,2021,Diphenylamine,7,0.0,0.0,0.0,7.0,0.01,0.0
18305,HU,2021,Disulfoton (sum),7,7.0,0.0045,0.0026,0.0,0.0,0.0
18306,HU,2021,Ditalimfos,7,7.0,0.01,0.0,0.0,0.0,0.0
18307,HU,2021,Diuron,7,7.0,0.01,0.0,0.0,0.0,0.0
18308,HU,2021,Dodine,7,7.0,0.01,0.0,0.0,0.0,0.0
18309,HU,2021,EPN,7,7.0,0.01,0.0,0.0,0.0,0.0
18310,HU,2021,Endosulfan (sum),7,0.0,0.0,0.0,7.0,0.0075,0.0044
18311,HU,2021,Endrin,7,0.0,0.0,0.0,7.0,0.0008,0.0
18312,HU,2021,Epoxiconazole,7,7.0,0.002,0.0,0.0,0.0,0.0
18313,HU,2021,Ethion,7,7.0,0.01,0.0,0.0,0.0,0.0
18314,HU,2021,Ethirimol,7,7.0,0.01,0.0,0.0,0.0,0.0
18315,HU,2021,Ethoprophos,7,7.0,0.01,0.0,0.0,0.0,0.0
18316,HU,2021,Etofenprox,7,0.0,0.0,0.0,7.0,0.01,0.0
18317,HU,2021,Etoxazole,7,7.0,0.01,0.0,0.0,0.0,0.0
18318,HU,2021,Etrimfos,7,7.0,0.01,0.0,0.0,0.0,0.0
18319,HU,2021,Famoxadone,7,0.0,0.0,0.0,7.0,0.01,0.0
18320,HU,2021,Fenamidone,7,7.0,0.01,0.0,0.0,0.0,0.0
18321,HU,2021,Fenarimol,7,7.0,0.01,0.0,0.0,0.0,0.0
18322,HU,2021,Fenazaquin,7,7.0,0.01,0.0,0.0,0.0,0.0
18323,HU,2021,Fenhexamid,7,7.0,0.01,0.0,0.0,0.0,0.0
18324,HU,2021,Fenitrothion,7,7.0,0.01,0.0,0.0,0.0,0.0
18325,HU,2021,Fenoxycarb,7,7.0,0.01,0.0,0.0,0.0,0.0
18326,HU,2021,Fenpropathrin,7,7.0,0.01,0.0,0.0,0.0,0.0
18327,HU,2021,Fenpropimorph (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
18328,HU,2021,Fenthion (sum),7,7.0,0.002,0.0,7.0,0.0027,0.0029
18329,HU,2021,Fenvalerate/Esfenvalerate (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
18330,HU,2021,Fipronil (sum),7,0.0,0.0,0.0,7.0,0.0027,0.001
18331,HU,2021,Fluazinam,7,7.0,0.01,0.0,0.0,0.0,0.0
18332,HU,2021,Flubendiamide (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18333,HU,2021,Fludioxonil (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18334,HU,2021,Flufenacet (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18335,HU,2021,Flufenoxuron,7,7.0,0.01,0.0,0.0,0.0,0.0
18336,HU,2021,Flumioxazin,7,7.0,0.01,0.0,0.0,0.0,0.0
18337,HU,2021,Fluopicolide,7,7.0,0.01,0.0,0.0,0.0,0.0
18338,HU,2021,Fluopyram (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18339,HU,2021,Fluquinconazole,7,0.0,0.0,0.0,7.0,0.01,0.0
18340,HU,2021,Flusilazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18341,HU,2021,Flutolanil (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18342,HU,2021,Flutriafol,7,7.0,0.01,0.0,0.0,0.0,0.0
18343,HU,2021,Fluxapyroxad,7,7.0,0.01,0.0,0.0,0.0,0.0
18344,HU,2021,Fomesafen,7,7.0,0.01,0.0,0.0,0.0,0.0
18345,HU,2021,Fonofos,7,7.0,0.01,0.0,0.0,0.0,0.0
18346,HU,2021,Formothion,7,7.0,0.01,0.0,0.0,0.0,0.0
18347,HU,2021,Fosthiazate,7,7.0,0.01,0.0,0.0,0.0,0.0
18348,HU,2021,Fuberidazole,7,7.0,0.01,0.0,0.0,0.0,0.0
18349,HU,2021,HCH-alpha,7,0.0,0.0,0.0,7.0,0.005,0.0
18350,HU,2021,HCH-beta,7,0.0,0.0,0.0,7.0,0.005,0.0
18351,HU,2021,Heptachlor (sum),7,1.0,0.015,0.0,7.0,0.0019,0.001
18352,HU,2021,Heptenophos,7,7.0,0.01,0.0,0.0,0.0,0.0
18353,HU,2021,Hexachlorobenzene,7,0.0,0.0,0.0,7.0,0.005,0.0
18354,HU,2021,Hexaconazole,7,7.0,0.01,0.0,0.0,0.0,0.0
18355,HU,2021,Hexaflumuron,7,7.0,0.01,0.0,0.0,0.0,0.0
18356,HU,2021,Hexazinone,7,7.0,0.01,0.0,0.0,0.0,0.0
18357,HU,2021,Hexythiazox (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18358,HU,2021,Imazalil (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18359,HU,2021,Imidacloprid,7,7.0,0.01,0.0,0.0,0.0,0.0
18360,HU,2021,Indoxacarb (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
18361,HU,2021,Ipconazole,7,7.0,0.01,0.0,0.0,0.0,0.0
18362,HU,2021,Iprovalicarb,7,7.0,0.01,0.0,0.0,0.0,0.0
18363,HU,2021,Isocarbophos,7,7.0,0.01,0.0,0.0,0.0,0.0
18364,HU,2021,Isodrin,7,7.0,0.01,0.0,0.0,0.0,0.0
18365,HU,2021,Isofenphos,7,7.0,0.01,0.0,0.0,0.0,0.0
18366,HU,2021,Isofenphos-methyl,7,7.0,0.01,0.0,0.0,0.0,0.0
18367,HU,2021,Isoprocarb,7,7.0,0.01,0.0,0.0,0.0,0.0
18368,HU,2021,Isoprothiolane,7,7.0,0.01,0.0,0.0,0.0,0.0
18369,HU,2021,Isoproturon,7,7.0,0.01,0.0,0.0,0.0,0.0
18370,HU,2021,Isopyrazam (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18371,HU,2021,Kresoxim methyl (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18372,HU,2021,Lambda-cyhalothrin (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
18373,HU,2021,Lenacil,7,7.0,0.01,0.0,0.0,0.0,0.0
18374,HU,2021,Lindane,7,0.0,0.0,0.0,7.0,0.005,0.0
18375,HU,2021,Linuron,7,7.0,0.01,0.0,0.0,0.0,0.0
18376,HU,2021,Lufenuron (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18377,HU,2021,Malathion (sum),7,7.0,0.0067,0.0024,0.0,0.0,0.0
18378,HU,2021,Mecarbam,7,7.0,0.01,0.0,0.0,0.0,0.0
18379,HU,2021,Mepronil,7,7.0,0.01,0.0,0.0,0.0,0.0
18380,HU,2021,Metaflumizone (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
18381,HU,2021,Metalaxyl and metalaxyl-M (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18382,HU,2021,Metaldehyde,7,7.0,0.01,0.0,0.0,0.0,0.0
18383,HU,2021,Metamitron,7,7.0,0.01,0.0,0.0,0.0,0.0
18384,HU,2021,Metazachlor (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18386,HU,2021,Methacrifos,7,7.0,0.01,0.0,0.0,0.0,0.0
18387,HU,2021,Methamidophos,7,7.0,0.01,0.0,0.0,0.0,0.0
18388,HU,2021,Methidathion,7,0.0,0.0,0.0,7.0,0.01,0.0
18389,HU,2021,Methiocarb (sum),7,7.0,0.0145,0.0079,0.0,0.0,0.0
18390,HU,2021,Methoxychlor,7,0.0,0.0,0.0,7.0,0.005,0.0
18391,HU,2021,Methoxyfenozide,7,7.0,0.01,0.0,0.0,0.0,0.0
18392,HU,2021,Metobromuron,7,7.0,0.01,0.0,0.0,0.0,0.0
18394,HU,2021,Metoxuron,7,7.0,0.01,0.0,0.0,0.0,0.0
18395,HU,2021,Metrafenone,7,7.0,0.01,0.0,0.0,0.0,0.0
18396,HU,2021,Metribuzin,7,7.0,0.01,0.0,7.0,0.01,0.0
18397,HU,2021,Mevinphos (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18398,HU,2021,Molinate,7,7.0,0.01,0.0,0.0,0.0,0.0
18399,HU,2021,Monocrotophos,7,7.0,0.01,0.0,0.0,0.0,0.0
18400,HU,2021,Monolinuron,7,7.0,0.01,0.0,0.0,0.0,0.0
18401,HU,2021,Napropamide (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18402,HU,2021,Nitenpyram,7,7.0,0.01,0.0,0.0,0.0,0.0
18403,HU,2021,Nitrofen,7,7.0,0.01,0.0,0.0,0.0,0.0
18404,HU,2021,Novaluron (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18405,HU,2021,Nuarimol,7,7.0,0.01,0.0,0.0,0.0,0.0
18406,HU,2021,Ofurace,7,7.0,0.01,0.0,0.0,0.0,0.0
18407,HU,2021,Oxadiazon,7,7.0,0.01,0.0,0.0,0.0,0.0
18408,HU,2021,Oxadixyl,7,7.0,0.01,0.0,0.0,0.0,0.0
18409,HU,2021,Oxamyl,7,7.0,0.01,0.0,0.0,0.0,0.0
18410,HU,2021,Oxycarboxin,7,7.0,0.01,0.0,0.0,0.0,0.0
18411,HU,2021,Oxydemeton-methyl (sum),7,7.0,0.0065,0.0042,0.0,0.0,0.0
18412,HU,2021,Oxyfluorfen,7,7.0,0.01,0.0,0.0,0.0,0.0
18413,HU,2021,Paclobutrazol (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18414,HU,2021,Parathion,7,0.0,0.0,0.0,7.0,0.01,0.0
18415,HU,2021,Parathion-methyl (sum),7,7.0,0.005,0.0,7.0,0.0075,0.0026
18416,HU,2021,Penconazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18417,HU,2021,Pencycuron,7,7.0,0.01,0.0,0.0,0.0,0.0
18418,HU,2021,Pendimethalin,7,0.0,0.0,0.0,7.0,0.01,0.0
18419,HU,2021,Penflufen (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18420,HU,2021,Permethrin (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
18421,HU,2021,Pethoxamid,7,7.0,0.01,0.0,0.0,0.0,0.0
18422,HU,2021,Phenthoate,7,7.0,0.01,0.0,0.0,0.0,0.0
18423,HU,2021,Phosalone,7,7.0,0.01,0.0,0.0,0.0,0.0
18424,HU,2021,Phosmet (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18425,HU,2021,Phosphamidon,7,7.0,0.01,0.0,0.0,0.0,0.0
18426,HU,2021,Phoxim,7,7.0,0.01,0.0,0.0,0.0,0.0
18428,HU,2021,Picolinafen,7,7.0,0.01,0.0,0.0,0.0,0.0
18429,HU,2021,Picoxystrobin,7,7.0,0.01,0.0,0.0,0.0,0.0
18430,HU,2021,Pirimicarb (sum),7,7.0,0.0137,0.0053,0.0,0.0,0.0
18431,HU,2021,Pirimiphos-Ethyl,7,7.0,0.01,0.0,0.0,0.0,0.0
18432,HU,2021,Pirimiphos-methyl (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
18433,HU,2021,Profenofos,7,0.0,0.0,0.0,7.0,0.01,0.0
18434,HU,2021,Prometryn,7,7.0,0.01,0.0,0.0,0.0,0.0
18435,HU,2021,Propachlor (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18437,HU,2021,Propaquizafop,7,7.0,0.01,0.0,0.0,0.0,0.0
18438,HU,2021,Propargite,7,7.0,0.01,0.0,0.0,0.0,0.0
18439,HU,2021,Propazine,7,7.0,0.01,0.0,0.0,0.0,0.0
18440,HU,2021,Propetamphos,7,7.0,0.01,0.0,0.0,0.0,0.0
18441,HU,2021,Propham,7,7.0,0.01,0.0,0.0,0.0,0.0
18442,HU,2021,Propiconazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18443,HU,2021,Propisochlor,7,7.0,0.01,0.0,0.0,0.0,0.0
18444,HU,2021,Propoxur,7,7.0,0.01,0.0,0.0,0.0,0.0
18445,HU,2021,Propyzamide (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18446,HU,2021,Proquinazid (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18447,HU,2021,Prosulfocarb,7,7.0,0.01,0.0,0.0,0.0,0.0
18448,HU,2021,Prosulfuron,7,7.0,0.01,0.0,0.0,0.0,0.0
18449,HU,2021,Prothioconazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18450,HU,2021,Prothiofos,7,7.0,0.01,0.0,0.0,0.0,0.0
18451,HU,2021,Pymetrozine (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18452,HU,2021,Pyraclostrobin,7,7.0,0.01,0.0,0.0,0.0,0.0
18453,HU,2021,Pyrazophos,7,0.0,0.0,0.0,7.0,0.01,0.0
18454,HU,2021,Pyrethrins,7,7.0,0.01,0.0,0.0,0.0,0.0
18455,HU,2021,Pyridaben,7,7.0,0.01,0.0,0.0,0.0,0.0
18456,HU,2021,Pyridaphenthion,7,7.0,0.01,0.0,0.0,0.0,0.0
18457,HU,2021,Pyrifenox,7,7.0,0.01,0.0,0.0,0.0,0.0
18458,HU,2021,Pyrimethanil (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18459,HU,2021,Pyriproxyfen,7,7.0,0.01,0.0,0.0,0.0,0.0
18460,HU,2021,Quinalphos,7,7.0,0.01,0.0,0.0,0.0,0.0
18461,HU,2021,Quinoclamine,7,7.0,0.01,0.0,0.0,0.0,0.0
18462,HU,2021,Quinoxyfen,7,7.0,0.01,0.0,0.0,0.0,0.0
18463,HU,2021,Quintozene (sum),7,7.0,0.007,0.0057,7.0,0.0073,0.0026
18464,HU,2021,Rotenone,7,7.0,0.01,0.0,0.0,0.0,0.0
18465,HU,2021,Secbumeton,7,7.0,0.01,0.0,0.0,0.0,0.0
18466,HU,2021,Silthiofam,7,7.0,0.01,0.0,0.0,0.0,0.0
18467,HU,2021,Simazine,7,7.0,0.01,0.0,0.0,0.0,0.0
18468,HU,2021,Simetryn,7,7.0,0.01,0.0,0.0,0.0,0.0
18469,HU,2021,Spinosad (sum),7,7.0,0.0133,0.0048,0.0,0.0,0.0
18470,HU,2021,Spirodiclofen,7,7.0,0.004,0.0,0.0,0.0,0.0
18471,HU,2021,Spiromesifen,7,7.0,0.01,0.0,0.0,0.0,0.0
18472,HU,2021,Spiroxamine (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18473,HU,2021,Sulfotep,7,7.0,0.01,0.0,0.0,0.0,0.0
18474,HU,2021,Tebufenozide,7,7.0,0.01,0.0,0.0,0.0,0.0
18475,HU,2021,Tebufenpyrad,7,7.0,0.01,0.0,0.0,0.0,0.0
18476,HU,2021,Teflubenzuron,7,7.0,0.01,0.0,0.0,0.0,0.0
18477,HU,2021,Tefluthrin (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18478,HU,2021,Terbacil,7,7.0,0.01,0.0,0.0,0.0,0.0
18479,HU,2021,Terbufos (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18480,HU,2021,Terbumeton,7,7.0,0.01,0.0,0.0,0.0,0.0
18482,HU,2021,Terbutryn,7,7.0,0.01,0.0,0.0,0.0,0.0
18483,HU,2021,Tetrachlorvinphos,7,7.0,0.01,0.0,0.0,0.0,0.0
18484,HU,2021,Tetraconazole (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
18485,HU,2021,Tetradifon,7,7.0,0.01,0.0,0.0,0.0,0.0
18486,HU,2021,Tetramethrin,7,7.0,0.01,0.0,0.0,0.0,0.0
18487,HU,2021,Thiacloprid,7,7.0,0.01,0.0,0.0,0.0,0.0
18488,HU,2021,Thiamethoxam (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18489,HU,2021,Thiencarbazone-methyl,7,7.0,0.01,0.0,0.0,0.0,0.0
18490,HU,2021,Thiometon,7,7.0,0.01,0.0,0.0,0.0,0.0
18491,HU,2021,Tolclofos-methyl,7,7.0,0.01,0.0,0.0,0.0,0.0
18492,HU,2021,Tolylfluanid (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18493,HU,2021,Tri-allate,7,7.0,0.01,0.0,0.0,0.0,0.0
18494,HU,2021,Triadimenol (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18495,HU,2021,Triazophos,7,0.0,0.0,0.0,7.0,0.01,0.0
18496,HU,2021,Trichlorfon,7,7.0,0.01,0.0,0.0,0.0,0.0
18497,HU,2021,Tricyclazole,7,7.0,0.01,0.0,0.0,0.0,0.0
18498,HU,2021,Trifloxystrobin (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18499,HU,2021,Triflumuron,7,7.0,0.01,0.0,0.0,0.0,0.0
18500,HU,2021,Trifluralin,7,7.0,0.01,0.0,0.0,0.0,0.0
18501,HU,2021,Triforine,7,7.0,0.01,0.0,0.0,0.0,0.0
18502,HU,2021,Triticonazole,7,7.0,0.01,0.0,0.0,0.0,0.0
18503,HU,2021,Vamidothion (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18504,HU,2021,Vinclozolin (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
18505,HU,2021,Zoxamide,7,7.0,0.01,0.0,0.0,0.0,0.0
18280,HU,2021,Cyfluthrin (sum),6,0.0,0.0,0.0,6.0,0.01,0.0
18284,HU,2021,Cyprodinil (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
18393,HU,2021,Metolachlor and S-metolachlor (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
18481,HU,2021,Terbuthylazine,6,6.0,0.01,0.0,0.0,0.0,0.0
18239,HU,2021,Azamethiphos,2,2.0,0.01,0.0,0.0,0.0,0.0
18427,HU,2021,Phthalimide,2,2.0,0.01,0.0,0.0,0.0,0.0
18293,HU,2021,Dicofol (sum),1,1.0,0.0133,0.0058,0.0,0.0,0.0
18385,HU,2021,Metconazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
18436,HU,2021,Propamocarb (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
18548,HU,2023,Chlordane (sum),20,20.0,0.005,0.0,0.0,0.0,0.0
18569,HU,2023,DDT (sum),20,20.0,0.01,0.0,20.0,0.0102,0.0075
18581,HU,2023,Dieldrin (sum),20,0.0,0.0,0.0,20.0,0.005,0.0
18596,HU,2023,Endosulfan (sum),20,0.0,0.0,0.0,20.0,0.0075,0.0044
18645,HU,2023,HCH (sum),20,20.0,0.005,0.0,0.0,0.0,0.0
18646,HU,2023,HCH-alpha,20,0.0,0.0,0.0,20.0,0.005,0.0
18647,HU,2023,HCH-beta,20,0.0,0.0,0.0,20.0,0.005,0.0
18648,HU,2023,Heptachlor (sum),20,20.0,0.007,0.0041,0.0,0.0,0.0
18650,HU,2023,Hexachlorobenzene,20,0.0,0.0,0.0,20.0,0.005,0.0
18673,HU,2023,Lindane,20,0.0,0.0,0.0,20.0,0.005,0.0
18691,HU,2023,Methoxychlor,20,0.0,0.0,0.0,20.0,0.005,0.0
18712,HU,2023,Oxychlordane,20,20.0,0.005,0.0,0.0,0.0,0.0
18506,HU,2023,2-phenylphenol (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
18509,HU,2023,Acetochlor,19,19.0,0.01,0.0,0.0,0.0,0.0
18511,HU,2023,Acrinathrin,19,19.0,0.01,0.0,0.0,0.0,0.0
18517,HU,2023,Atrazine,19,19.0,0.01,0.0,0.0,0.0,0.0
18523,HU,2023,Azoxystrobin,19,19.0,0.01,0.0,0.0,0.0,0.0
18528,HU,2023,Bifenox,19,19.0,0.01,0.0,0.0,0.0,0.0
18529,HU,2023,Bifenthrin (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
18530,HU,2023,Biphenyl,19,19.0,0.01,0.0,0.0,0.0,0.0
18533,HU,2023,Boscalid (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
18534,HU,2023,Bromfenvinfos,19,19.0,0.01,0.0,0.0,0.0,0.0
18537,HU,2023,Bromopropylate,19,19.0,0.01,0.0,0.0,0.0,0.0
18551,HU,2023,Chlorobenzilate,19,0.0,0.0,0.0,19.0,0.01,0.0
18553,HU,2023,Chlorpropham (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
18554,HU,2023,Chlorpyrifos,19,0.0,0.0,0.0,19.0,0.005,0.0
18555,HU,2023,Chlorpyrifos-methyl,19,0.0,0.0,0.0,19.0,0.005,0.0
18558,HU,2023,Coumaphos,19,19.0,0.01,0.0,0.0,0.0,0.0
18564,HU,2023,Cyfluthrin (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
18566,HU,2023,Cypermethrin (sum),19,19.0,0.01,0.0,0.0,0.0,0.0
18570,HU,2023,Deltamethrin,19,0.0,0.0,0.0,19.0,0.02,0.0
18574,HU,2023,Diazinon,19,0.0,0.0,0.0,19.0,0.01,0.0
18575,HU,2023,Dichlofluanid and DMSA (sum),19,19.0,0.01,0.0,0.0,0.0,0.0
18576,HU,2023,Dichlorvos,19,19.0,0.01,0.0,0.0,0.0,0.0
18578,HU,2023,Dicloran,19,19.0,0.01,0.0,0.0,0.0,0.0
18579,HU,2023,Dicofol (sum),19,19.0,0.01,0.0,0.0,0.0,0.0
18588,HU,2023,Dimethomorph (sum),19,19.0,0.01,0.0,0.0,0.0,0.0
18590,HU,2023,Diphenylamine,19,0.0,0.0,0.0,19.0,0.01,0.0
18603,HU,2023,Etofenprox,19,0.0,0.0,0.0,19.0,0.01,0.0
18607,HU,2023,Fenamidone,19,19.0,0.01,0.0,0.0,0.0,0.0
18609,HU,2023,Fenarimol,19,19.0,0.01,0.0,0.0,0.0,0.0
18615,HU,2023,Fenpropathrin,19,19.0,0.01,0.0,0.0,0.0,0.0
18620,HU,2023,Fipronil (sum),19,0.0,0.0,0.0,19.0,0.0034,0.001
18621,HU,2023,Fluazifop-methyl,19,19.0,0.01,0.0,0.0,0.0,0.0
18633,HU,2023,Fluquinconazole,19,0.0,0.0,0.0,19.0,0.01,0.0
18634,HU,2023,Flurochloridone (sum),19,19.0,0.01,0.0,0.0,0.0,0.0
18638,HU,2023,Fluvalinate (sum),19,19.0,0.01,0.0,0.0,0.0,0.0
18642,HU,2023,Formothion,19,19.0,0.01,0.0,0.0,0.0,0.0
18657,HU,2023,Indoxacarb (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
18661,HU,2023,Isocarbophos,19,19.0,0.01,0.0,0.0,0.0,0.0
18662,HU,2023,Isodrin,19,19.0,0.01,0.0,0.0,0.0,0.0
18671,HU,2023,Lambda-cyhalothrin (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
18696,HU,2023,Metrafenone,19,19.0,0.01,0.0,0.0,0.0,0.0
18702,HU,2023,"N, N-Diethyl-meta-toluamide (DEET)",19,19.0,0.01,0.0,0.0,0.0,0.0
18705,HU,2023,Nitrofen,19,19.0,0.01,0.0,0.0,0.0,0.0
18717,HU,2023,Parathion,19,0.0,0.0,0.0,19.0,0.01,0.0
