,sampCountry,year,tag,num_samples,above_mrl_samples,above_mrl_mean,above_mrl_std,between_loq_and_mrl_samples,between_loq_and_mrl_mean,between_loq_and_mrl_std
16983,HU,2021,Isofenphos,7,7.0,0.01,0.0,0.0,0.0,0.0
16984,HU,2021,Isofenphos-methyl,7,7.0,0.01,0.0,0.0,0.0,0.0
16985,HU,2021,Isoprocarb,7,7.0,0.01,0.0,0.0,0.0,0.0
16986,HU,2021,Isoprothiolane,7,7.0,0.01,0.0,0.0,0.0,0.0
16987,HU,2021,Isoproturon,7,7.0,0.01,0.0,0.0,0.0,0.0
16988,HU,2021,Isopyrazam (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16989,HU,2021,Kresoxim methyl (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16990,HU,2021,Lambda-cyhalothrin (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
16991,HU,2021,Lenacil,7,7.0,0.01,0.0,0.0,0.0,0.0
16992,HU,2021,Lindane,7,0.0,0.0,0.0,7.0,0.005,0.0
16993,HU,2021,Linuron,7,7.0,0.01,0.0,0.0,0.0,0.0
16994,HU,2021,Lufenuron (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
16995,HU,2021,Malathion (sum),7,7.0,0.0067,0.0024,0.0,0.0,0.0
16996,HU,2021,Mecarbam,7,7.0,0.01,0.0,0.0,0.0,0.0
16997,HU,2021,Mepronil,7,7.0,0.01,0.0,0.0,0.0,0.0
16998,HU,2021,Metaflumizone (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
16999,HU,2021,Metalaxyl and metalaxyl-M (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17000,HU,2021,Metaldehyde,7,7.0,0.01,0.0,0.0,0.0,0.0
17001,HU,2021,Metamitron,7,7.0,0.01,0.0,0.0,0.0,0.0
17002,HU,2021,Metazachlor (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17004,HU,2021,Methacrifos,7,7.0,0.01,0.0,0.0,0.0,0.0
17005,HU,2021,Methamidophos,7,7.0,0.01,0.0,0.0,0.0,0.0
17006,HU,2021,Methidathion,7,0.0,0.0,0.0,7.0,0.01,0.0
17007,HU,2021,Methiocarb (sum),7,7.0,0.0145,0.0079,0.0,0.0,0.0
17008,HU,2021,Methoxychlor,7,0.0,0.0,0.0,7.0,0.005,0.0
17009,HU,2021,Methoxyfenozide,7,7.0,0.01,0.0,0.0,0.0,0.0
17010,HU,2021,Metobromuron,7,7.0,0.01,0.0,0.0,0.0,0.0
17012,HU,2021,Metoxuron,7,7.0,0.01,0.0,0.0,0.0,0.0
17013,HU,2021,Metrafenone,7,7.0,0.01,0.0,0.0,0.0,0.0
17014,HU,2021,Metribuzin,7,7.0,0.01,0.0,7.0,0.01,0.0
17015,HU,2021,Mevinphos (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17016,HU,2021,Molinate,7,7.0,0.01,0.0,0.0,0.0,0.0
17017,HU,2021,Monocrotophos,7,7.0,0.01,0.0,0.0,0.0,0.0
17018,HU,2021,Monolinuron,7,7.0,0.01,0.0,0.0,0.0,0.0
17019,HU,2021,Napropamide (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17020,HU,2021,Nitenpyram,7,7.0,0.01,0.0,0.0,0.0,0.0
17021,HU,2021,Nitrofen,7,7.0,0.01,0.0,0.0,0.0,0.0
17022,HU,2021,Novaluron (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17023,HU,2021,Nuarimol,7,7.0,0.01,0.0,0.0,0.0,0.0
17024,HU,2021,Ofurace,7,7.0,0.01,0.0,0.0,0.0,0.0
17025,HU,2021,Oxadiazon,7,7.0,0.01,0.0,0.0,0.0,0.0
17026,HU,2021,Oxadixyl,7,7.0,0.01,0.0,0.0,0.0,0.0
17027,HU,2021,Oxamyl,7,7.0,0.01,0.0,0.0,0.0,0.0
17028,HU,2021,Oxycarboxin,7,7.0,0.01,0.0,0.0,0.0,0.0
17029,HU,2021,Oxydemeton-methyl (sum),7,7.0,0.0065,0.0042,0.0,0.0,0.0
17030,HU,2021,Oxyfluorfen,7,7.0,0.01,0.0,0.0,0.0,0.0
17031,HU,2021,Paclobutrazol (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17032,HU,2021,Parathion,7,0.0,0.0,0.0,7.0,0.01,0.0
17033,HU,2021,Parathion-methyl (sum),7,7.0,0.005,0.0,7.0,0.0075,0.0026
17034,HU,2021,Penconazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17035,HU,2021,Pencycuron,7,7.0,0.01,0.0,0.0,0.0,0.0
17036,HU,2021,Pendimethalin,7,0.0,0.0,0.0,7.0,0.01,0.0
17037,HU,2021,Penflufen (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17038,HU,2021,Permethrin (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
17039,HU,2021,Pethoxamid,7,7.0,0.01,0.0,0.0,0.0,0.0
17040,HU,2021,Phenthoate,7,7.0,0.01,0.0,0.0,0.0,0.0
17041,HU,2021,Phosalone,7,7.0,0.01,0.0,0.0,0.0,0.0
17042,HU,2021,Phosmet (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17043,HU,2021,Phosphamidon,7,7.0,0.01,0.0,0.0,0.0,0.0
17044,HU,2021,Phoxim,7,7.0,0.01,0.0,0.0,0.0,0.0
17046,HU,2021,Picolinafen,7,7.0,0.01,0.0,0.0,0.0,0.0
17047,HU,2021,Picoxystrobin,7,7.0,0.01,0.0,0.0,0.0,0.0
17048,HU,2021,Pirimicarb (sum),7,7.0,0.0137,0.0053,0.0,0.0,0.0
17049,HU,2021,Pirimiphos-Ethyl,7,7.0,0.01,0.0,0.0,0.0,0.0
17050,HU,2021,Pirimiphos-methyl (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
17051,HU,2021,Profenofos,7,0.0,0.0,0.0,7.0,0.01,0.0
17052,HU,2021,Prometryn,7,7.0,0.01,0.0,0.0,0.0,0.0
17053,HU,2021,Propachlor (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17055,HU,2021,Propaquizafop,7,7.0,0.01,0.0,0.0,0.0,0.0
17056,HU,2021,Propargite,7,7.0,0.01,0.0,0.0,0.0,0.0
17057,HU,2021,Propazine,7,7.0,0.01,0.0,0.0,0.0,0.0
17058,HU,2021,Propetamphos,7,7.0,0.01,0.0,0.0,0.0,0.0
17059,HU,2021,Propham,7,7.0,0.01,0.0,0.0,0.0,0.0
17060,HU,2021,Propiconazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17061,HU,2021,Propisochlor,7,7.0,0.01,0.0,0.0,0.0,0.0
17062,HU,2021,Propoxur,7,7.0,0.01,0.0,0.0,0.0,0.0
17063,HU,2021,Propyzamide (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17064,HU,2021,Proquinazid (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17065,HU,2021,Prosulfocarb,7,7.0,0.01,0.0,0.0,0.0,0.0
17066,HU,2021,Prosulfuron,7,7.0,0.01,0.0,0.0,0.0,0.0
17067,HU,2021,Prothioconazole (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17068,HU,2021,Prothiofos,7,7.0,0.01,0.0,0.0,0.0,0.0
17069,HU,2021,Pymetrozine (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17070,HU,2021,Pyraclostrobin,7,7.0,0.01,0.0,0.0,0.0,0.0
17071,HU,2021,Pyrazophos,7,0.0,0.0,0.0,7.0,0.01,0.0
17072,HU,2021,Pyrethrins,7,7.0,0.01,0.0,0.0,0.0,0.0
17073,HU,2021,Pyridaben,7,7.0,0.01,0.0,0.0,0.0,0.0
17074,HU,2021,Pyridaphenthion,7,7.0,0.01,0.0,0.0,0.0,0.0
17075,HU,2021,Pyrifenox,7,7.0,0.01,0.0,0.0,0.0,0.0
17076,HU,2021,Pyrimethanil (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17077,HU,2021,Pyriproxyfen,7,7.0,0.01,0.0,0.0,0.0,0.0
17078,HU,2021,Quinalphos,7,7.0,0.01,0.0,0.0,0.0,0.0
17079,HU,2021,Quinoclamine,7,7.0,0.01,0.0,0.0,0.0,0.0
17080,HU,2021,Quinoxyfen,7,7.0,0.01,0.0,0.0,0.0,0.0
17081,HU,2021,Quintozene (sum),7,7.0,0.007,0.0057,7.0,0.0073,0.0026
17082,HU,2021,Rotenone,7,7.0,0.01,0.0,0.0,0.0,0.0
17083,HU,2021,Secbumeton,7,7.0,0.01,0.0,0.0,0.0,0.0
17084,HU,2021,Silthiofam,7,7.0,0.01,0.0,0.0,0.0,0.0
17085,HU,2021,Simazine,7,7.0,0.01,0.0,0.0,0.0,0.0
17086,HU,2021,Simetryn,7,7.0,0.01,0.0,0.0,0.0,0.0
17087,HU,2021,Spinosad (sum),7,7.0,0.0133,0.0048,0.0,0.0,0.0
17088,HU,2021,Spirodiclofen,7,7.0,0.004,0.0,0.0,0.0,0.0
17089,HU,2021,Spiromesifen,7,7.0,0.01,0.0,0.0,0.0,0.0
17090,HU,2021,Spiroxamine (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17091,HU,2021,Sulfotep,7,7.0,0.01,0.0,0.0,0.0,0.0
17092,HU,2021,Tebufenozide,7,7.0,0.01,0.0,0.0,0.0,0.0
17093,HU,2021,Tebufenpyrad,7,7.0,0.01,0.0,0.0,0.0,0.0
17094,HU,2021,Teflubenzuron,7,7.0,0.01,0.0,0.0,0.0,0.0
17095,HU,2021,Tefluthrin (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17096,HU,2021,Terbacil,7,7.0,0.01,0.0,0.0,0.0,0.0
17097,HU,2021,Terbufos (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17098,HU,2021,Terbumeton,7,7.0,0.01,0.0,0.0,0.0,0.0
17100,HU,2021,Terbutryn,7,7.0,0.01,0.0,0.0,0.0,0.0
17101,HU,2021,Tetrachlorvinphos,7,7.0,0.01,0.0,0.0,0.0,0.0
17102,HU,2021,Tetraconazole (sum),7,0.0,0.0,0.0,7.0,0.01,0.0
17103,HU,2021,Tetradifon,7,7.0,0.01,0.0,0.0,0.0,0.0
17104,HU,2021,Tetramethrin,7,7.0,0.01,0.0,0.0,0.0,0.0
17105,HU,2021,Thiacloprid,7,7.0,0.01,0.0,0.0,0.0,0.0
17106,HU,2021,Thiamethoxam (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17107,HU,2021,Thiencarbazone-methyl,7,7.0,0.01,0.0,0.0,0.0,0.0
17108,HU,2021,Thiometon,7,7.0,0.01,0.0,0.0,0.0,0.0
17109,HU,2021,Tolclofos-methyl,7,7.0,0.01,0.0,0.0,0.0,0.0
17110,HU,2021,Tolylfluanid (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17111,HU,2021,Tri-allate,7,7.0,0.01,0.0,0.0,0.0,0.0
17112,HU,2021,Triadimenol (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17113,HU,2021,Triazophos,7,0.0,0.0,0.0,7.0,0.01,0.0
17114,HU,2021,Trichlorfon,7,7.0,0.01,0.0,0.0,0.0,0.0
17115,HU,2021,Tricyclazole,7,7.0,0.01,0.0,0.0,0.0,0.0
17116,HU,2021,Trifloxystrobin (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17117,HU,2021,Triflumuron,7,7.0,0.01,0.0,0.0,0.0,0.0
17118,HU,2021,Trifluralin,7,7.0,0.01,0.0,0.0,0.0,0.0
17119,HU,2021,Triforine,7,7.0,0.01,0.0,0.0,0.0,0.0
17120,HU,2021,Triticonazole,7,7.0,0.01,0.0,0.0,0.0,0.0
17121,HU,2021,Vamidothion (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17122,HU,2021,Vinclozolin (sum),7,7.0,0.01,0.0,0.0,0.0,0.0
17123,HU,2021,Zoxamide,7,7.0,0.01,0.0,0.0,0.0,0.0
16898,HU,2021,Cyfluthrin (sum),6,0.0,0.0,0.0,6.0,0.01,0.0
16902,HU,2021,Cyprodinil (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
17011,HU,2021,Metolachlor and S-metolachlor (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
17099,HU,2021,Terbuthylazine,6,6.0,0.01,0.0,0.0,0.0,0.0
16857,HU,2021,Azamethiphos,2,2.0,0.01,0.0,0.0,0.0,0.0
17045,HU,2021,Phthalimide,2,2.0,0.01,0.0,0.0,0.0,0.0
16911,HU,2021,Dicofol (sum),1,1.0,0.0133,0.0058,0.0,0.0,0.0
17003,HU,2021,Metconazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
17054,HU,2021,Propamocarb (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
17166,HU,2023,Chlordane (sum),20,20.0,0.005,0.0,0.0,0.0,0.0
17187,HU,2023,DDT (sum),20,20.0,0.01,0.0,20.0,0.0102,0.0075
17199,HU,2023,Dieldrin (sum),20,0.0,0.0,0.0,20.0,0.005,0.0
17214,HU,2023,Endosulfan (sum),20,0.0,0.0,0.0,20.0,0.0075,0.0044
17263,HU,2023,HCH (sum),20,20.0,0.005,0.0,0.0,0.0,0.0
17264,HU,2023,HCH-alpha,20,0.0,0.0,0.0,20.0,0.005,0.0
17265,HU,2023,HCH-beta,20,0.0,0.0,0.0,20.0,0.005,0.0
17266,HU,2023,Heptachlor (sum),20,20.0,0.007,0.0041,0.0,0.0,0.0
17268,HU,2023,Hexachlorobenzene,20,0.0,0.0,0.0,20.0,0.005,0.0
17291,HU,2023,Lindane,20,0.0,0.0,0.0,20.0,0.005,0.0
17309,HU,2023,Methoxychlor,20,0.0,0.0,0.0,20.0,0.005,0.0
17330,HU,2023,Oxychlordane,20,20.0,0.005,0.0,0.0,0.0,0.0
17124,HU,2023,2-phenylphenol (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
17127,HU,2023,Acetochlor,19,19.0,0.01,0.0,0.0,0.0,0.0
17129,HU,2023,Acrinathrin,19,19.0,0.01,0.0,0.0,0.0,0.0
17135,HU,2023,Atrazine,19,19.0,0.01,0.0,0.0,0.0,0.0
17141,HU,2023,Azoxystrobin,19,19.0,0.01,0.0,0.0,0.0,0.0
17146,HU,2023,Bifenox,19,19.0,0.01,0.0,0.0,0.0,0.0
17147,HU,2023,Bifenthrin (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
17148,HU,2023,Biphenyl,19,19.0,0.01,0.0,0.0,0.0,0.0
17151,HU,2023,Boscalid (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
17152,HU,2023,Bromfenvinfos,19,19.0,0.01,0.0,0.0,0.0,0.0
17155,HU,2023,Bromopropylate,19,19.0,0.01,0.0,0.0,0.0,0.0
17169,HU,2023,Chlorobenzilate,19,0.0,0.0,0.0,19.0,0.01,0.0
17171,HU,2023,Chlorpropham (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
17172,HU,2023,Chlorpyrifos,19,0.0,0.0,0.0,19.0,0.005,0.0
17173,HU,2023,Chlorpyrifos-methyl,19,0.0,0.0,0.0,19.0,0.005,0.0
17176,HU,2023,Coumaphos,19,19.0,0.01,0.0,0.0,0.0,0.0
17182,HU,2023,Cyfluthrin (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
17184,HU,2023,Cypermethrin (sum),19,19.0,0.01,0.0,0.0,0.0,0.0
17188,HU,2023,Deltamethrin,19,0.0,0.0,0.0,19.0,0.02,0.0
17192,HU,2023,Diazinon,19,0.0,0.0,0.0,19.0,0.01,0.0
17193,HU,2023,Dichlofluanid and DMSA (sum),19,19.0,0.01,0.0,0.0,0.0,0.0
17194,HU,2023,Dichlorvos,19,19.0,0.01,0.0,0.0,0.0,0.0
17196,HU,2023,Dicloran,19,19.0,0.01,0.0,0.0,0.0,0.0
17197,HU,2023,Dicofol (sum),19,19.0,0.01,0.0,0.0,0.0,0.0
17206,HU,2023,Dimethomorph (sum),19,19.0,0.01,0.0,0.0,0.0,0.0
17208,HU,2023,Diphenylamine,19,0.0,0.0,0.0,19.0,0.01,0.0
17221,HU,2023,Etofenprox,19,0.0,0.0,0.0,19.0,0.01,0.0
17225,HU,2023,Fenamidone,19,19.0,0.01,0.0,0.0,0.0,0.0
17227,HU,2023,Fenarimol,19,19.0,0.01,0.0,0.0,0.0,0.0
17233,HU,2023,Fenpropathrin,19,19.0,0.01,0.0,0.0,0.0,0.0
17238,HU,2023,Fipronil (sum),19,0.0,0.0,0.0,19.0,0.0034,0.001
17239,HU,2023,Fluazifop-methyl,19,19.0,0.01,0.0,0.0,0.0,0.0
17251,HU,2023,Fluquinconazole,19,0.0,0.0,0.0,19.0,0.01,0.0
17252,HU,2023,Flurochloridone (sum),19,19.0,0.01,0.0,0.0,0.0,0.0
17256,HU,2023,Fluvalinate (sum),19,19.0,0.01,0.0,0.0,0.0,0.0
17260,HU,2023,Formothion,19,19.0,0.01,0.0,0.0,0.0,0.0
17275,HU,2023,Indoxacarb (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
17279,HU,2023,Isocarbophos,19,19.0,0.01,0.0,0.0,0.0,0.0
17280,HU,2023,Isodrin,19,19.0,0.01,0.0,0.0,0.0,0.0
17289,HU,2023,Lambda-cyhalothrin (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
17314,HU,2023,Metrafenone,19,19.0,0.01,0.0,0.0,0.0,0.0
17320,HU,2023,"N, N-Diethyl-meta-toluamide (DEET)",19,19.0,0.01,0.0,0.0,0.0,0.0
17323,HU,2023,Nitrofen,19,19.0,0.01,0.0,0.0,0.0,0.0
17335,HU,2023,Parathion,19,0.0,0.0,0.0,19.0,0.01,0.0
17336,HU,2023,Parathion-methyl (sum),19,19.0,0.005,0.0,19.0,0.0074,0.0025
17342,HU,2023,Permethrin (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
17358,HU,2023,Procymidone,19,19.0,0.01,0.0,0.0,0.0,0.0
17375,HU,2023,Prothiofos,19,19.0,0.01,0.0,0.0,0.0,0.0
17380,HU,2023,Pyridaben,19,19.0,0.01,0.0,0.0,0.0,0.0
17390,HU,2023,Quintozene (sum),19,19.0,0.0053,0.0011,19.0,0.007,0.003
17391,HU,2023,Resmethrin (sum),19,0.0,0.0,0.0,19.0,0.01,0.0
17405,HU,2023,Tebufenpyrad,19,19.0,0.01,0.0,0.0,0.0,0.0
17407,HU,2023,Tefluthrin (sum),19,19.0,0.01,0.0,0.0,0.0,0.0
17414,HU,2023,Tetradifon,19,19.0,0.01,0.0,0.0,0.0,0.0
17415,HU,2023,Tetramethrin,19,19.0,0.01,0.0,0.0,0.0,0.0
17426,HU,2023,Triazophos,19,0.0,0.0,0.0,19.0,0.01,0.0
17433,HU,2023,Trifluralin,19,19.0,0.01,0.0,0.0,0.0,0.0
17437,HU,2023,Vinclozolin,19,19.0,0.01,0.0,0.0,0.0,0.0
17125,HU,2023,Abamectin (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17126,HU,2023,Acephate,18,18.0,0.01,0.0,0.0,0.0,0.0
17128,HU,2023,Aclonifen,18,18.0,0.01,0.0,0.0,0.0,0.0
17130,HU,2023,Alachlor,18,18.0,0.01,0.0,0.0,0.0,0.0
17131,HU,2023,Aldicarb (sum),18,18.0,0.0115,0.0051,0.0,0.0,0.0
17132,HU,2023,Ametoctradin,18,18.0,0.01,0.0,0.0,0.0,0.0
17133,HU,2023,Ametryn,18,18.0,0.01,0.0,0.0,0.0,0.0
17134,HU,2023,Amitraz (sum),18,18.0,0.0053,0.0033,0.0,0.0,0.0
17136,HU,2023,"Atrazine, Desisopropyl-",18,18.0,0.01,0.0,0.0,0.0,0.0
17137,HU,2023,Azamethiphos,18,18.0,0.01,0.0,0.0,0.0,0.0
17138,HU,2023,Azinphos-ethyl,18,0.0,0.0,0.0,18.0,0.01,0.0
17139,HU,2023,Azinphos-methyl,18,0.0,0.0,0.0,18.0,0.01,0.0
17140,HU,2023,Aziprotryne,18,18.0,0.01,0.0,0.0,0.0,0.0
17142,HU,2023,Benalaxyl (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17143,HU,2023,Benthiavalicarb isopropyl (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17144,HU,2023,Benzovindiflupyr,18,18.0,0.01,0.0,0.0,0.0,0.0
17145,HU,2023,Bifenazate (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17149,HU,2023,Bitertanol (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17153,HU,2023,Bromophos,18,18.0,0.01,0.0,0.0,0.0,0.0
17154,HU,2023,Bromophos-ethyl,18,18.0,0.01,0.0,0.0,0.0,0.0
17156,HU,2023,Buprofezin,18,18.0,0.01,0.0,0.0,0.0,0.0
17157,HU,2023,Butylate,18,18.0,0.01,0.0,0.0,0.0,0.0
17158,HU,2023,Cadusafos,18,18.0,0.01,0.0,0.0,0.0,0.0
17159,HU,2023,Carbaryl,18,18.0,0.01,0.0,0.0,0.0,0.0
17160,HU,2023,Carbendazim and benomyl (sum),18,18.0,0.01,0.0,18.0,0.01,0.0
17161,HU,2023,Carbendazim and thiophanate-methyl (sum),18,18.0,0.016,0.0,0.0,0.0,0.0
17162,HU,2023,Carbofuran (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17163,HU,2023,Carboxin,18,18.0,0.01,0.0,0.0,0.0,0.0
17164,HU,2023,Chlorantraniliprole,18,18.0,0.01,0.0,0.0,0.0,0.0
17165,HU,2023,Chlorbromuron,18,18.0,0.01,0.0,0.0,0.0,0.0
17167,HU,2023,Chlorfenvinphos,18,18.0,0.01,0.0,0.0,0.0,0.0
17168,HU,2023,Chlorfluazuron,18,18.0,0.01,0.0,0.0,0.0,0.0
17170,HU,2023,Chlorotoluron (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17174,HU,2023,Cinidon-ethyl (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17175,HU,2023,Clomazone (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17177,HU,2023,Cyanazine,18,18.0,0.01,0.0,0.0,0.0,0.0
17178,HU,2023,Cyazofamid,18,18.0,0.01,0.0,0.0,0.0,0.0
17179,HU,2023,Cycloate,18,18.0,0.01,0.0,0.0,0.0,0.0
17180,HU,2023,Cycloxydim (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17181,HU,2023,Cyflufenamid (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17183,HU,2023,Cymoxanil,18,18.0,0.01,0.0,0.0,0.0,0.0
17185,HU,2023,Cyproconazole (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17189,HU,2023,Demeton-S-Methyl (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17190,HU,2023,Desethyl-Atrazine,18,18.0,0.01,0.0,0.0,0.0,0.0
17191,HU,2023,Desmedipham,18,18.0,0.01,0.0,0.0,0.0,0.0
17195,HU,2023,Diclobutrazol,18,18.0,0.01,0.0,0.0,0.0,0.0
17198,HU,2023,Dicrotophos,18,18.0,0.01,0.0,0.0,0.0,0.0
17200,HU,2023,Diethofencarb,18,18.0,0.01,0.0,0.0,0.0,0.0
17201,HU,2023,Diflubenzuron (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17202,HU,2023,Diflufenican,18,18.0,0.01,0.0,0.0,0.0,0.0
17203,HU,2023,Dimethachlor,18,18.0,0.01,0.0,0.0,0.0,0.0
17204,HU,2023,Dimethenamid (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17205,HU,2023,Dimethoate (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17207,HU,2023,Diniconazole (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17209,HU,2023,Disulfoton (sum),18,18.0,0.0045,0.0026,0.0,0.0,0.0
17210,HU,2023,Ditalimfos,18,18.0,0.01,0.0,0.0,0.0,0.0
17211,HU,2023,Diuron,18,18.0,0.01,0.0,0.0,0.0,0.0
17212,HU,2023,Dodine,18,18.0,0.01,0.0,0.0,0.0,0.0
17213,HU,2023,EPN,18,18.0,0.01,0.0,0.0,0.0,0.0
17216,HU,2023,Ethiofencarb,18,18.0,0.01,0.0,0.0,0.0,0.0
17217,HU,2023,Ethion,18,18.0,0.01,0.0,0.0,0.0,0.0
17218,HU,2023,Ethirimol,18,18.0,0.01,0.0,0.0,0.0,0.0
17219,HU,2023,Ethofumesate (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17220,HU,2023,Ethoprophos,18,18.0,0.01,0.0,0.0,0.0,0.0
17222,HU,2023,Etoxazole,18,18.0,0.01,0.0,0.0,0.0,0.0
17223,HU,2023,Etrimfos,18,18.0,0.01,0.0,0.0,0.0,0.0
17224,HU,2023,Famoxadone,18,0.0,0.0,0.0,18.0,0.01,0.0
17226,HU,2023,Fenamiphos (sum),18,18.0,0.003,0.0,0.0,0.0,0.0
17228,HU,2023,Fenazaquin,18,18.0,0.01,0.0,0.0,0.0,0.0
17229,HU,2023,Fenbuconazole (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17230,HU,2023,Fenhexamid,18,18.0,0.01,0.0,0.0,0.0,0.0
17231,HU,2023,Fenitrothion,18,18.0,0.01,0.0,0.0,0.0,0.0
17232,HU,2023,Fenoxycarb,18,18.0,0.01,0.0,0.0,0.0,0.0
17234,HU,2023,Fenpropidin (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17235,HU,2023,Fenpyrazamine,18,18.0,0.01,0.0,0.0,0.0,0.0
17236,HU,2023,Fensulfothion (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17237,HU,2023,Fenthion (sum),18,18.0,0.002,0.0,18.0,0.0027,0.0029
17240,HU,2023,Fluazinam,18,18.0,0.01,0.0,0.0,0.0,0.0
17241,HU,2023,Flubendiamide (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17242,HU,2023,Fludioxonil,18,18.0,0.01,0.0,0.0,0.0,0.0
17243,HU,2023,Flufenacet (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17244,HU,2023,Flufenoxuron,18,18.0,0.01,0.0,0.0,0.0,0.0
17245,HU,2023,Flumethrin,18,18.0,0.01,0.0,0.0,0.0,0.0
17246,HU,2023,Flumioxazin,18,18.0,0.01,0.0,0.0,0.0,0.0
17247,HU,2023,Fluometuron,18,18.0,0.005,0.0,0.0,0.0,0.0
17248,HU,2023,Fluopicolide,18,18.0,0.01,0.0,0.0,0.0,0.0
17249,HU,2023,Fluopyram,18,0.0,0.0,0.0,18.0,0.01,0.0
17250,HU,2023,Fluoxastrobin (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17254,HU,2023,Flutolanil,18,18.0,0.01,0.0,0.0,0.0,0.0
17255,HU,2023,Flutriafol,18,18.0,0.01,0.0,0.0,0.0,0.0
17257,HU,2023,Fluxapyroxad,18,18.0,0.01,0.0,0.0,0.0,0.0
17258,HU,2023,Fomesafen,18,18.0,0.01,0.0,0.0,0.0,0.0
17259,HU,2023,Fonofos,18,18.0,0.01,0.0,0.0,0.0,0.0
17261,HU,2023,Fosthiazate,18,18.0,0.01,0.0,0.0,0.0,0.0
17262,HU,2023,Fuberidazole,18,18.0,0.01,0.0,0.0,0.0,0.0
17267,HU,2023,Heptenophos,18,18.0,0.01,0.0,0.0,0.0,0.0
17269,HU,2023,Hexaconazole,18,18.0,0.01,0.0,0.0,0.0,0.0
17270,HU,2023,Hexaflumuron,18,18.0,0.01,0.0,0.0,0.0,0.0
17271,HU,2023,Hexazinone,18,18.0,0.01,0.0,0.0,0.0,0.0
17272,HU,2023,Hexythiazox (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17273,HU,2023,Imazalil (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
