,origCountry,year,tag,num_samples,above_mrl_samples,above_mrl_mean,above_mrl_std,between_loq_and_mrl_samples,between_loq_and_mrl_mean,between_loq_and_mrl_std
27136,HU,2023,Ametryn,15,15.0,0.01,0.0,0.0,0.0,0.0
27137,HU,2023,Amitraz (sum),15,15.0,0.0053,0.0033,0.0,0.0,0.0
27139,HU,2023,"Atrazine, Desisopropyl-",15,15.0,0.01,0.0,0.0,0.0,0.0
27140,HU,2023,Azamethiphos,15,15.0,0.01,0.0,0.0,0.0,0.0
27141,HU,2023,Azinphos-ethyl,15,0.0,0.0,0.0,15.0,0.01,0.0
27142,HU,2023,Azinphos-methyl,15,0.0,0.0,0.0,15.0,0.01,0.0
27143,HU,2023,Aziprotryne,15,15.0,0.01,0.0,0.0,0.0,0.0
27145,HU,2023,Benalaxyl (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27146,HU,2023,Benthiavalicarb isopropyl (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27147,HU,2023,Benzovindiflupyr,15,15.0,0.01,0.0,0.0,0.0,0.0
27148,HU,2023,Bifenazate (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27152,HU,2023,Bitertanol (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27156,HU,2023,Bromophos,15,15.0,0.01,0.0,0.0,0.0,0.0
27157,HU,2023,Bromophos-ethyl,15,15.0,0.01,0.0,0.0,0.0,0.0
27159,HU,2023,Buprofezin,15,15.0,0.01,0.0,0.0,0.0,0.0
27160,HU,2023,Butylate,15,15.0,0.01,0.0,0.0,0.0,0.0
27161,HU,2023,Cadusafos,15,15.0,0.01,0.0,0.0,0.0,0.0
27162,HU,2023,Carbaryl,15,15.0,0.01,0.0,0.0,0.0,0.0
27163,HU,2023,Carbendazim and benomyl (sum),15,15.0,0.01,0.0,15.0,0.01,0.0
27164,HU,2023,Carbendazim and thiophanate-methyl (sum),15,15.0,0.016,0.0,0.0,0.0,0.0
27165,HU,2023,Carbofuran (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27166,HU,2023,Carboxin,15,15.0,0.01,0.0,0.0,0.0,0.0
27167,HU,2023,Chlorantraniliprole,15,15.0,0.01,0.0,0.0,0.0,0.0
27168,HU,2023,Chlorbromuron,15,15.0,0.01,0.0,0.0,0.0,0.0
27170,HU,2023,Chlorfenvinphos,15,15.0,0.01,0.0,0.0,0.0,0.0
27171,HU,2023,Chlorfluazuron,15,15.0,0.01,0.0,0.0,0.0,0.0
27173,HU,2023,Chlorotoluron (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27177,HU,2023,Cinidon-ethyl (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27178,HU,2023,Clomazone (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27180,HU,2023,Cyanazine,15,15.0,0.01,0.0,0.0,0.0,0.0
27181,HU,2023,Cyazofamid,15,15.0,0.01,0.0,0.0,0.0,0.0
27182,HU,2023,Cycloate,15,15.0,0.01,0.0,0.0,0.0,0.0
27183,HU,2023,Cycloxydim (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27184,HU,2023,Cyflufenamid (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27186,HU,2023,Cymoxanil,15,15.0,0.01,0.0,0.0,0.0,0.0
27188,HU,2023,Cyproconazole (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27192,HU,2023,Demeton-S-Methyl (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27193,HU,2023,Desethyl-Atrazine,15,15.0,0.01,0.0,0.0,0.0,0.0
27194,HU,2023,Desmedipham,15,15.0,0.01,0.0,0.0,0.0,0.0
27198,HU,2023,Diclobutrazol,15,15.0,0.01,0.0,0.0,0.0,0.0
27201,HU,2023,Dicrotophos,15,15.0,0.01,0.0,0.0,0.0,0.0
27203,HU,2023,Diethofencarb,15,15.0,0.01,0.0,0.0,0.0,0.0
27204,HU,2023,Diflubenzuron (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27205,HU,2023,Diflufenican,15,15.0,0.01,0.0,0.0,0.0,0.0
27206,HU,2023,Dimethachlor,15,15.0,0.01,0.0,0.0,0.0,0.0
27207,HU,2023,Dimethenamid (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27208,HU,2023,Dimethoate (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27210,HU,2023,Diniconazole (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27212,HU,2023,Disulfoton (sum),15,15.0,0.0045,0.0026,0.0,0.0,0.0
27213,HU,2023,Ditalimfos,15,15.0,0.01,0.0,0.0,0.0,0.0
27214,HU,2023,Diuron,15,15.0,0.01,0.0,0.0,0.0,0.0
27215,HU,2023,Dodine,15,15.0,0.01,0.0,0.0,0.0,0.0
27216,HU,2023,EPN,15,15.0,0.01,0.0,0.0,0.0,0.0
27219,HU,2023,Ethiofencarb,15,15.0,0.01,0.0,0.0,0.0,0.0
27220,HU,2023,Ethion,15,15.0,0.01,0.0,0.0,0.0,0.0
27221,HU,2023,Ethirimol,15,15.0,0.01,0.0,0.0,0.0,0.0
27222,HU,2023,Ethofumesate (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27223,HU,2023,Ethoprophos,15,15.0,0.01,0.0,0.0,0.0,0.0
27225,HU,2023,Etoxazole,15,15.0,0.01,0.0,0.0,0.0,0.0
27226,HU,2023,Etrimfos,15,15.0,0.01,0.0,0.0,0.0,0.0
27227,HU,2023,Famoxadone,15,0.0,0.0,0.0,15.0,0.01,0.0
27229,HU,2023,Fenamiphos (sum),15,15.0,0.003,0.0,0.0,0.0,0.0
27231,HU,2023,Fenazaquin,15,15.0,0.01,0.0,0.0,0.0,0.0
27232,HU,2023,Fenbuconazole (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27233,HU,2023,Fenhexamid,15,15.0,0.01,0.0,0.0,0.0,0.0
27234,HU,2023,Fenitrothion,15,15.0,0.01,0.0,0.0,0.0,0.0
27235,HU,2023,Fenoxycarb,15,15.0,0.01,0.0,0.0,0.0,0.0
27237,HU,2023,Fenpropidin (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27238,HU,2023,Fenpyrazamine,15,15.0,0.01,0.0,0.0,0.0,0.0
27239,HU,2023,Fensulfothion (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27240,HU,2023,Fenthion (sum),15,15.0,0.002,0.0,15.0,0.0027,0.0029
27243,HU,2023,Fluazinam,15,15.0,0.01,0.0,0.0,0.0,0.0
27244,HU,2023,Flubendiamide (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27245,HU,2023,Fludioxonil,15,15.0,0.01,0.0,0.0,0.0,0.0
27246,HU,2023,Flufenacet (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27247,HU,2023,Flufenoxuron,15,15.0,0.01,0.0,0.0,0.0,0.0
27248,HU,2023,Flumethrin,15,15.0,0.01,0.0,0.0,0.0,0.0
27249,HU,2023,Flumioxazin,15,15.0,0.01,0.0,0.0,0.0,0.0
27250,HU,2023,Fluometuron,15,15.0,0.005,0.0,0.0,0.0,0.0
27251,HU,2023,Fluopicolide,15,15.0,0.01,0.0,0.0,0.0,0.0
27252,HU,2023,Fluopyram,15,0.0,0.0,0.0,15.0,0.01,0.0
27253,HU,2023,Fluoxastrobin (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27257,HU,2023,Flutolanil,15,15.0,0.01,0.0,0.0,0.0,0.0
27258,HU,2023,Flutriafol,15,15.0,0.01,0.0,0.0,0.0,0.0
27260,HU,2023,Fluxapyroxad,15,15.0,0.01,0.0,0.0,0.0,0.0
27261,HU,2023,Fomesafen,15,15.0,0.01,0.0,0.0,0.0,0.0
27262,HU,2023,Fonofos,15,15.0,0.01,0.0,0.0,0.0,0.0
27264,HU,2023,Fosthiazate,15,15.0,0.01,0.0,0.0,0.0,0.0
27265,HU,2023,Fuberidazole,15,15.0,0.01,0.0,0.0,0.0,0.0
27270,HU,2023,Heptenophos,15,15.0,0.01,0.0,0.0,0.0,0.0
27272,HU,2023,Hexaconazole,15,15.0,0.01,0.0,0.0,0.0,0.0
27273,HU,2023,Hexaflumuron,15,15.0,0.01,0.0,0.0,0.0,0.0
27274,HU,2023,Hexazinone,15,15.0,0.01,0.0,0.0,0.0,0.0
27275,HU,2023,Hexythiazox (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27276,HU,2023,Imazalil (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27277,HU,2023,Imidacloprid,15,15.0,0.01,0.0,0.0,0.0,0.0
27279,HU,2023,Ipconazole,15,15.0,0.01,0.0,0.0,0.0,0.0
27280,HU,2023,Iprodione,15,15.0,0.01,0.0,0.0,0.0,0.0
27281,HU,2023,Iprovalicarb,15,15.0,0.01,0.0,0.0,0.0,0.0
27284,HU,2023,Isofenphos,15,15.0,0.01,0.0,0.0,0.0,0.0
27285,HU,2023,Isofenphos-methyl,15,15.0,0.01,0.0,0.0,0.0,0.0
27286,HU,2023,Isoprocarb,15,15.0,0.01,0.0,0.0,0.0,0.0
27287,HU,2023,Isoprothiolane,15,15.0,0.01,0.0,0.0,0.0,0.0
27288,HU,2023,Isoproturon,15,15.0,0.01,0.0,0.0,0.0,0.0
27289,HU,2023,Isopyrazam (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27290,HU,2023,Isoxadifen-ethyl,15,15.0,0.01,0.0,0.0,0.0,0.0
27293,HU,2023,Lenacil,15,15.0,0.01,0.0,0.0,0.0,0.0
27295,HU,2023,Linuron,15,15.0,0.01,0.0,0.0,0.0,0.0
27296,HU,2023,Lufenuron (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27297,HU,2023,Malathion (sum),15,15.0,0.0067,0.0024,0.0,0.0,0.0
27298,HU,2023,Mandipropamid (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27299,HU,2023,Mecarbam,15,15.0,0.01,0.0,0.0,0.0,0.0
27300,HU,2023,Mepanipyrim,15,15.0,0.01,0.0,0.0,0.0,0.0
27301,HU,2023,Mepronil,15,15.0,0.01,0.0,0.0,0.0,0.0
27302,HU,2023,Metaflumizone (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27303,HU,2023,Metalaxyl and metalaxyl-M (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27304,HU,2023,Metaldehyde,15,15.0,0.01,0.0,0.0,0.0,0.0
27305,HU,2023,Metamitron,15,15.0,0.01,0.0,0.0,0.0,0.0
27306,HU,2023,Metazachlor,15,15.0,0.01,0.0,0.0,0.0,0.0
27307,HU,2023,Metconazole (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27308,HU,2023,Methamidophos,15,15.0,0.01,0.0,0.0,0.0,0.0
27309,HU,2023,Methidathion,15,0.0,0.0,0.0,15.0,0.01,0.0
27310,HU,2023,Methiocarb (sum),15,15.0,0.0145,0.0079,0.0,0.0,0.0
27311,HU,2023,Methomyl and Thiodicarb (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27313,HU,2023,Methoxyfenozide,15,15.0,0.01,0.0,0.0,0.0,0.0
27314,HU,2023,Metobromuron,15,15.0,0.01,0.0,0.0,0.0,0.0
27315,HU,2023,Metolachlor and S-metolachlor (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27316,HU,2023,Metoxuron,15,15.0,0.01,0.0,0.0,0.0,0.0
27318,HU,2023,Metribuzin,15,15.0,0.01,0.0,15.0,0.01,0.0
27319,HU,2023,Mevinphos (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27320,HU,2023,Molinate,15,15.0,0.01,0.0,0.0,0.0,0.0
27321,HU,2023,Monocrotophos,15,15.0,0.01,0.0,0.0,0.0,0.0
27322,HU,2023,Monolinuron,15,15.0,0.01,0.0,0.0,0.0,0.0
27324,HU,2023,Napropamide (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27325,HU,2023,Nitenpyram,15,15.0,0.01,0.0,0.0,0.0,0.0
27327,HU,2023,Nuarimol,15,15.0,0.01,0.0,0.0,0.0,0.0
27328,HU,2023,Ofurace,15,15.0,0.01,0.0,0.0,0.0,0.0
27329,HU,2023,Oxadiazon,15,15.0,0.01,0.0,0.0,0.0,0.0
27330,HU,2023,Oxadixyl,15,15.0,0.01,0.0,0.0,0.0,0.0
27331,HU,2023,Oxamyl,15,15.0,0.01,0.0,0.0,0.0,0.0
27332,HU,2023,Oxycarboxin,15,15.0,0.01,0.0,0.0,0.0,0.0
27334,HU,2023,Oxydemeton-methyl (sum),15,15.0,0.0108,0.0026,0.0,0.0,0.0
27335,HU,2023,Oxyfluorfen,15,15.0,0.01,0.0,0.0,0.0,0.0
27336,HU,2023,Paclobutrazol (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27337,HU,2023,Paraoxon,15,15.0,0.01,0.0,0.0,0.0,0.0
27340,HU,2023,Penconazole (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27341,HU,2023,Pencycuron,15,15.0,0.01,0.0,0.0,0.0,0.0
27342,HU,2023,Pendimethalin,15,0.0,0.0,0.0,15.0,0.01,0.0
27343,HU,2023,Penflufen (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27344,HU,2023,Penthiopyrad,15,15.0,0.01,0.0,0.0,0.0,0.0
27346,HU,2023,Pethoxamid,15,15.0,0.01,0.0,0.0,0.0,0.0
27347,HU,2023,Phenmedipham,15,15.0,0.01,0.0,0.0,0.0,0.0
27348,HU,2023,Phenthoate,15,15.0,0.01,0.0,0.0,0.0,0.0
27349,HU,2023,Phorate (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27350,HU,2023,Phosalone,15,15.0,0.01,0.0,0.0,0.0,0.0
27352,HU,2023,Phosphamidon,15,15.0,0.01,0.0,0.0,0.0,0.0
27353,HU,2023,Phoxim,15,15.0,0.01,0.0,0.0,0.0,0.0
27354,HU,2023,Picolinafen,15,15.0,0.01,0.0,0.0,0.0,0.0
27355,HU,2023,Picoxystrobin,15,15.0,0.01,0.0,0.0,0.0,0.0
27356,HU,2023,Piperonyl Butoxide,15,15.0,0.01,0.0,0.0,0.0,0.0
27357,HU,2023,Pirimicarb (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27358,HU,2023,Pirimiphos-Ethyl,15,15.0,0.01,0.0,0.0,0.0,0.0
27359,HU,2023,Pirimiphos-methyl (sum),15,0.0,0.0,0.0,15.0,0.01,0.0
27360,HU,2023,Prochloraz (sum),15,0.0,0.0,0.0,15.0,0.01,0.0
27362,HU,2023,Profenofos,15,0.0,0.0,0.0,15.0,0.01,0.0
27363,HU,2023,Prometryn,15,15.0,0.01,0.0,0.0,0.0,0.0
27364,HU,2023,Propachlor (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27365,HU,2023,Propaquizafop,15,15.0,0.01,0.0,0.0,0.0,0.0
27366,HU,2023,Propargite,15,15.0,0.01,0.0,0.0,0.0,0.0
27367,HU,2023,Propazine,15,15.0,0.01,0.0,0.0,0.0,0.0
27368,HU,2023,Propetamphos,15,15.0,0.01,0.0,0.0,0.0,0.0
27369,HU,2023,Propham,15,15.0,0.01,0.0,0.0,0.0,0.0
27370,HU,2023,Propiconazole (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27371,HU,2023,Propisochlor,15,15.0,0.01,0.0,0.0,0.0,0.0
27372,HU,2023,Propoxur,15,15.0,0.01,0.0,0.0,0.0,0.0
27373,HU,2023,Propyzamide (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27374,HU,2023,Proquinazid (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27375,HU,2023,Prosulfocarb,15,15.0,0.01,0.0,0.0,0.0,0.0
27376,HU,2023,Prosulfuron,15,15.0,0.01,0.0,0.0,0.0,0.0
27377,HU,2023,Prothioconazole (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27379,HU,2023,Pymetrozine,15,15.0,0.01,0.0,0.0,0.0,0.0
27380,HU,2023,Pyraclostrobin,15,15.0,0.01,0.0,0.0,0.0,0.0
27381,HU,2023,Pyrazophos,15,0.0,0.0,0.0,15.0,0.01,0.0
27382,HU,2023,Pyrethrins,15,15.0,0.01,0.0,0.0,0.0,0.0
27384,HU,2023,Pyridalyl,15,15.0,0.01,0.0,0.0,0.0,0.0
27385,HU,2023,Pyridaphenthion,15,15.0,0.01,0.0,0.0,0.0,0.0
27386,HU,2023,Pyrifenox,15,15.0,0.01,0.0,0.0,0.0,0.0
27387,HU,2023,Pyrimethanil,15,15.0,0.01,0.0,0.0,0.0,0.0
27388,HU,2023,Pyriofenone,15,15.0,0.01,0.0,0.0,0.0,0.0
27389,HU,2023,Pyriproxyfen,15,15.0,0.01,0.0,0.0,0.0,0.0
27390,HU,2023,Quinalphos,15,15.0,0.01,0.0,0.0,0.0,0.0
27391,HU,2023,Quinoclamine,15,15.0,0.01,0.0,0.0,0.0,0.0
27392,HU,2023,Quinoxyfen,15,15.0,0.01,0.0,0.0,0.0,0.0
27395,HU,2023,Rotenone,15,15.0,0.01,0.0,0.0,0.0,0.0
27396,HU,2023,Secbumeton,15,15.0,0.01,0.0,0.0,0.0,0.0
27397,HU,2023,Silthiofam,15,15.0,0.01,0.0,0.0,0.0,0.0
27398,HU,2023,Simazine,15,15.0,0.01,0.0,0.0,0.0,0.0
27399,HU,2023,Simetryn,15,15.0,0.01,0.0,0.0,0.0,0.0
27400,HU,2023,Spinetoram (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27401,HU,2023,Spinosad (sum),15,15.0,0.0133,0.0048,0.0,0.0,0.0
27402,HU,2023,Spiromesifen,15,15.0,0.01,0.0,0.0,0.0,0.0
27403,HU,2023,Spirotetramat (sum),15,15.0,0.005,0.0014,0.0,0.0,0.0
27404,HU,2023,Sulfotep,15,15.0,0.01,0.0,0.0,0.0,0.0
27405,HU,2023,Sulfoxaflor (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27406,HU,2023,Tebuconazole (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27407,HU,2023,Tebufenozide,15,15.0,0.01,0.0,0.0,0.0,0.0
27409,HU,2023,Teflubenzuron,15,15.0,0.01,0.0,0.0,0.0,0.0
27411,HU,2023,Terbacil,15,15.0,0.01,0.0,0.0,0.0,0.0
27412,HU,2023,Terbufos (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27413,HU,2023,Terbumeton,15,15.0,0.01,0.0,0.0,0.0,0.0
27414,HU,2023,Terbuthylazine,15,15.0,0.01,0.0,0.0,0.0,0.0
27415,HU,2023,Terbutryn,15,15.0,0.01,0.0,0.0,0.0,0.0
27416,HU,2023,Tetrachlorvinphos,15,15.0,0.01,0.0,0.0,0.0,0.0
27419,HU,2023,Thiabendazole,15,15.0,0.01,0.0,0.0,0.0,0.0
27420,HU,2023,Thiacloprid,15,15.0,0.01,0.0,0.0,0.0,0.0
27421,HU,2023,Thiamethoxam (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27422,HU,2023,Thiencarbazone-methyl,15,15.0,0.01,0.0,0.0,0.0,0.0
27423,HU,2023,Thiometon,15,15.0,0.01,0.0,0.0,0.0,0.0
27424,HU,2023,Tolclofos-methyl,15,15.0,0.01,0.0,0.0,0.0,0.0
27425,HU,2023,Tolylfluanid (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27426,HU,2023,Tri-allate,15,15.0,0.01,0.0,0.0,0.0,0.0
27427,HU,2023,Triadimefon and triadimenol (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27428,HU,2023,Triadimenol (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27430,HU,2023,Trichlorfon,15,15.0,0.01,0.0,0.0,0.0,0.0
27432,HU,2023,Tricyclazole,15,15.0,0.01,0.0,0.0,0.0,0.0
27433,HU,2023,Trifloxystrobin,15,15.0,0.01,0.0,0.0,0.0,0.0
27434,HU,2023,Triflumizole (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27435,HU,2023,Triflumuron,15,15.0,0.01,0.0,0.0,0.0,0.0
27437,HU,2023,Triforine,15,15.0,0.01,0.0,0.0,0.0,0.0
27438,HU,2023,Triticonazole,15,15.0,0.01,0.0,0.0,0.0,0.0
27439,HU,2023,Vamidothion (sum),15,15.0,0.01,0.0,0.0,0.0,0.0
27441,HU,2023,Zoxamide,15,15.0,0.01,0.0,0.0,0.0,0.0
27153,HU,2023,Bixafen (sum),14,0.0,0.0,0.0,14.0,0.01,0.0
27189,HU,2023,Cyprodinil (sum),14,14.0,0.01,0.0,0.0,0.0,0.0
27256,HU,2023,Flusilazole (sum),14,0.0,0.0,0.0,14.0,0.01,0.0
27351,HU,2023,Phosmet (sum),12,12.0,0.01,0.0,0.0,0.0,0.0
27291,HU,2023,Isoxaflutole (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
27218,HU,2023,Endrin aldehyde,1,1.0,0.005,0.0,0.0,0.0,0.0
27431,HU,2023,"Trichlorophenol, 2,4,6-",1,1.0,0.01,0.0,0.0,0.0,0.0
27494,IE,2011,Bifenthrin (sum),59,0.0,0.0,0.0,1.0,0.005,0.0
27650,IE,2011,Iprovalicarb,59,1.0,0.024,0.0,0.0,0.0,0.0
27661,IE,2011,Lambda-Cyhalothrin (sum),59,1.0,0.018,0.0,0.0,0.0,0.0
27881,IE,2012,DDT (sum),110,0.0,0.0,0.0,8.0,0.006,0.0104
27984,IE,2012,Heptachlor (sum),110,0.0,0.0,0.0,1.0,0.0003,0.0
27986,IE,2012,Hexachlorobenzene,110,0.0,0.0,0.0,12.0,0.002,0.0004
28262,IE,2013,DDT (sum),66,0.0,0.0,0.0,1.0,0.004,0.0
28380,IE,2013,Hexachlorobenzene,66,0.0,0.0,0.0,1.0,0.002,0.0
29221,IE,2015,Hexachlorobenzene,78,0.0,0.0,0.0,1.0,0.0025,0.0
28995,IE,2015,2-phenylphenol (sum),67,0.0,0.0,0.0,1.0,0.006,0.0
29020,IE,2015,BAC 12,58,1.0,0.2,0.0,1.0,0.02,0.0
29021,IE,2015,BAC 14,58,0.0,0.0,0.0,2.0,0.03,0.0283
29029,IE,2015,Benzalkonium chloride,5,1.0,0.3,0.0,1.0,0.03,0.0
29430,IE,2016,"2,4-D",90,1.0,0.29,0.0,0.0,0.0,0.0
29678,IE,2016,MCPA and MCPB (sum),90,1.0,0.39,0.0,0.0,0.0,0.0
29682,IE,2016,Mecoprop (sum),90,1.0,0.35,0.0,0.0,0.0,0.0
29880,IE,2017,Benzalkonium chloride,66,2.0,0.191,0.0721,0.0,0.0,0.0
30484,IE,2018,Hexachlorobenzene,73,0.0,0.0,0.0,1.0,0.0011,0.0
30398,IE,2018,Diphenylamine,65,0.0,0.0,0.0,1.0,0.01,0.0
31148,IE,2021,Chlorate,45,0.0,0.0,0.0,25.0,0.0342,0.0154
31171,IE,2021,Copper compounds,14,0.0,0.0,0.0,2.0,0.066,0.0523
31340,IE,2021,Mercury compounds,9,0.0,0.0,0.0,5.0,0.0028,0.0013
31711,IE,2022,Hexachlorobenzene,92,0.0,0.0,0.0,1.0,0.0014,0.0
31556,IE,2022,Chlorate,71,0.0,0.0,0.0,3.0,0.0221,0.0117
31696,IE,2022,Fosetyl-Al (sum),71,2.0,0.029,0.0198,0.0,0.0,0.0
31974,IE,2023,Chlorate,81,2.0,0.22,0.0,0.0,0.0,0.0
32126,IE,2023,Fosetyl-Al (sum),80,1.0,0.047,0.0,0.0,0.0,0.0
32568,IE,2024,Fosetyl-Al (sum),81,1.0,0.08,0.0,0.0,0.0,0.0
33024,IT,2011,Endosulfan (sum),36,0.0,0.0,0.0,1.0,0.001,0.0
33010,IT,2011,DDT (sum),32,0.0,0.0,0.0,15.0,0.0025,0.0016
33057,IT,2011,HCH-alpha,32,0.0,0.0,0.0,2.0,0.003,0.0
33074,IT,2011,Lindane,32,0.0,0.0,0.0,3.0,0.001,0.0
33061,IT,2011,Hexachlorobenzene,31,0.0,0.0,0.0,15.0,0.0028,0.0009
33058,IT,2011,HCH-beta,23,0.0,0.0,0.0,2.0,0.002,0.0
33221,IT,2012,DDT (sum),44,0.0,0.0,0.0,13.0,0.0018,0.001
33289,IT,2012,HCH-beta,44,0.0,0.0,0.0,1.0,0.002,0.0
33293,IT,2012,Hexachlorobenzene,42,0.0,0.0,0.0,16.0,0.0028,0.0007
33477,IT,2013,DDT (sum),62,0.0,0.0,0.0,1.0,0.0021,0.0
33456,IT,2013,Chlordane (sum),49,0.0,0.0,0.0,1.0,0.0004,0.0
33549,IT,2013,Hexachlorobenzene,49,0.0,0.0,0.0,2.0,0.0004,0.0001
33700,IT,2014,DDT (sum),140,0.0,0.0,0.0,1.0,0.012,0.0
33911,IT,2015,Hexachlorobenzene,221,0.0,0.0,0.0,1.0,0.0002,0.0
33781,IT,2015,BAC 12,4,0.0,0.0,0.0,1.0,0.02,0.0
33787,IT,2015,Benzalkonium chloride,4,0.0,0.0,0.0,1.0,0.02,0.0
34060,IT,2016,BAC 12,15,2.0,0.25,0.0141,6.0,0.0355,0.0313
34061,IT,2016,BAC 14,14,2.0,0.165,0.0071,4.0,0.0338,0.0143
34064,IT,2016,Benzalkonium chloride,4,0.0,0.0,0.0,1.0,0.012,0.0
34323,IT,2017,BAC 12,28,0.0,0.0,0.0,10.0,0.0278,0.0244
34324,IT,2017,BAC 14,28,0.0,0.0,0.0,6.0,0.0268,0.0159
34425,IT,2018,BAC 12,14,0.0,0.0,0.0,3.0,0.017,0.0052
34426,IT,2018,BAC 14,14,0.0,0.0,0.0,1.0,0.017,0.0
34575,IT,2019,DDT (sum),271,0.0,0.0,0.0,1.0,0.003,0.0002
34550,IT,2019,BAC 12,17,0.0,0.0,0.0,3.0,0.0253,0.0055
34551,IT,2019,BAC 14,17,0.0,0.0,0.0,2.0,0.0115,0.0007
34556,IT,2019,Benzalkonium chloride,17,0.0,0.0,0.0,3.0,0.033,0.0122
34666,IT,2020,BAC 12,10,0.0,0.0,0.0,1.0,0.013,0.0
34673,IT,2020,Benzalkonium chloride,10,0.0,0.0,0.0,1.0,0.013,0.0
35160,IT,2022,2-phenylphenol (sum),36,1.0,0.02,0.0,2.0,0.0055,0.0021
35775,IT,2022,Piperonyl Butoxide,13,1.0,0.002,0.0,0.0,0.0,0.0
35337,IT,2022,Copper compounds,2,0.0,0.0,0.0,1.0,0.069,0.0
36016,IT,2023,Cypermethrin (sum),225,0.0,0.0,0.0,1.0,0.005,0.0
36069,IT,2023,Fenthion (sum),146,0.0,0.0,0.0,2.0,0.0055,0.0049
35981,IT,2023,Bixafen (sum),82,1.0,0.027,0.0,0.0,0.0,0.0
36131,IT,2023,Metribuzin,81,1.0,0.003,0.0,1.0,0.003,0.0
36040,IT,2023,Diniconazole (sum),57,1.0,0.006,0.0,0.0,0.0,0.0
36010,IT,2023,Copper compounds,5,0.0,0.0,0.0,3.0,0.1007,0.0947
36265,IT,2024,Chlorate,20,0.0,0.0,0.0,1.0,0.03,0.0
36488,LT,2012,DDT (sum),30,0.0,0.0,0.0,4.0,0.0028,0.001
36502,LT,2012,HCH-alpha,30,0.0,0.0,0.0,1.0,0.0005,0.0
36507,LT,2012,Hexachlorobenzene,30,1.0,0.006,0.0,3.0,0.0029,0.001
36625,LT,2015,DDT (sum),17,0.0,0.0,0.0,1.0,0.002,0.0
37331,LU,2019,Copper compounds,4,0.0,0.0,0.0,3.0,0.0663,0.0167
37410,LU,2021,Copper compounds,2,0.0,0.0,0.0,2.0,0.059,0.0
37495,LU,2022,Copper compounds,2,0.0,0.0,0.0,2.0,0.062,0.0
37631,LU,2023,Copper compounds,1,0.0,0.0,0.0,1.0,0.063,0.0
37739,LU,2024,Copper compounds,3,0.0,0.0,0.0,2.0,0.056,0.0057
