,origCountry,year,tag,num_samples,above_mrl_samples,above_mrl_mean,above_mrl_std,between_loq_and_mrl_samples,between_loq_and_mrl_mean,between_loq_and_mrl_std
7216,CZ,2021,Monocrotophos,1,1.0,0.01,0.0,0.0,0.0,0.0
7217,CZ,2021,Monolinuron,1,1.0,0.01,0.0,0.0,0.0,0.0
7218,CZ,2021,Napropamide (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7219,CZ,2021,Nitenpyram,1,1.0,0.01,0.0,0.0,0.0,0.0
7220,CZ,2021,Nitrofen,1,1.0,0.01,0.0,0.0,0.0,0.0
7221,CZ,2021,Novaluron (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7222,CZ,2021,Nuarimol,1,1.0,0.01,0.0,0.0,0.0,0.0
7223,CZ,2021,Ofurace,1,1.0,0.01,0.0,0.0,0.0,0.0
7224,CZ,2021,Oxadiazon,1,1.0,0.01,0.0,0.0,0.0,0.0
7225,CZ,2021,Oxadixyl,1,1.0,0.01,0.0,0.0,0.0,0.0
7226,CZ,2021,Oxamyl,1,1.0,0.01,0.0,0.0,0.0,0.0
7227,CZ,2021,Oxycarboxin,1,1.0,0.01,0.0,0.0,0.0,0.0
7229,CZ,2021,Oxydemeton-methyl (sum),1,1.0,0.0067,0.0029,0.0,0.0,0.0
7230,CZ,2021,Oxyfluorfen,1,1.0,0.01,0.0,0.0,0.0,0.0
7231,CZ,2021,Paclobutrazol (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7234,CZ,2021,Penconazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7235,CZ,2021,Pencycuron,1,1.0,0.01,0.0,0.0,0.0,0.0
7237,CZ,2021,Penflufen (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7239,CZ,2021,Pethoxamid,1,1.0,0.01,0.0,0.0,0.0,0.0
7240,CZ,2021,Phenthoate,1,1.0,0.01,0.0,0.0,0.0,0.0
7241,CZ,2021,Phosalone,1,1.0,0.01,0.0,0.0,0.0,0.0
7242,CZ,2021,Phosmet (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7243,CZ,2021,Phosphamidon,1,1.0,0.01,0.0,0.0,0.0,0.0
7244,CZ,2021,Phoxim,1,1.0,0.01,0.0,0.0,0.0,0.0
7245,CZ,2021,Picolinafen,1,1.0,0.01,0.0,0.0,0.0,0.0
7246,CZ,2021,Picoxystrobin,1,1.0,0.01,0.0,0.0,0.0,0.0
7247,CZ,2021,Pirimicarb (sum),1,1.0,0.0137,0.0064,0.0,0.0,0.0
7248,CZ,2021,Pirimiphos-Ethyl,1,1.0,0.01,0.0,0.0,0.0,0.0
7251,CZ,2021,Prometryn,1,1.0,0.01,0.0,0.0,0.0,0.0
7252,CZ,2021,Propachlor (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7253,CZ,2021,Propaquizafop,1,1.0,0.01,0.0,0.0,0.0,0.0
7254,CZ,2021,Propargite,1,1.0,0.01,0.0,0.0,0.0,0.0
7255,CZ,2021,Propazine,1,1.0,0.01,0.0,0.0,0.0,0.0
7256,CZ,2021,Propetamphos,1,1.0,0.01,0.0,0.0,0.0,0.0
7257,CZ,2021,Propham,1,1.0,0.01,0.0,0.0,0.0,0.0
7258,CZ,2021,Propiconazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7259,CZ,2021,Propisochlor,1,1.0,0.01,0.0,0.0,0.0,0.0
7260,CZ,2021,Propoxur,1,1.0,0.01,0.0,0.0,0.0,0.0
7261,CZ,2021,Propyzamide (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7262,CZ,2021,Proquinazid (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7263,CZ,2021,Prosulfocarb,1,1.0,0.01,0.0,0.0,0.0,0.0
7264,CZ,2021,Prosulfuron,1,1.0,0.01,0.0,0.0,0.0,0.0
7265,CZ,2021,Prothioconazole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7266,CZ,2021,Prothiofos,1,1.0,0.01,0.0,0.0,0.0,0.0
7267,CZ,2021,Pymetrozine (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7268,CZ,2021,Pyraclostrobin,1,1.0,0.01,0.0,0.0,0.0,0.0
7270,CZ,2021,Pyrethrins,1,1.0,0.01,0.0,0.0,0.0,0.0
7272,CZ,2021,Pyridaphenthion,1,1.0,0.01,0.0,0.0,0.0,0.0
7273,CZ,2021,Pyrifenox,1,1.0,0.01,0.0,0.0,0.0,0.0
7274,CZ,2021,Pyrimethanil (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7276,CZ,2021,Quinalphos,1,1.0,0.01,0.0,0.0,0.0,0.0
7277,CZ,2021,Quinoclamine,1,1.0,0.01,0.0,0.0,0.0,0.0
7278,CZ,2021,Quinoxyfen,1,1.0,0.01,0.0,0.0,0.0,0.0
7281,CZ,2021,Rotenone,1,1.0,0.01,0.0,0.0,0.0,0.0
7282,CZ,2021,Secbumeton,1,1.0,0.01,0.0,0.0,0.0,0.0
7283,CZ,2021,Silthiofam,1,1.0,0.01,0.0,0.0,0.0,0.0
7284,CZ,2021,Simazine,1,1.0,0.01,0.0,0.0,0.0,0.0
7285,CZ,2021,Simetryn,1,1.0,0.01,0.0,0.0,0.0,0.0
7286,CZ,2021,Spinosad (sum),1,1.0,0.0133,0.0058,0.0,0.0,0.0
7287,CZ,2021,Spirodiclofen,1,1.0,0.004,0.0,0.0,0.0,0.0
7288,CZ,2021,Spiromesifen,1,1.0,0.01,0.0,0.0,0.0,0.0
7289,CZ,2021,Spiroxamine (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7290,CZ,2021,Sulfotep,1,1.0,0.01,0.0,0.0,0.0,0.0
7291,CZ,2021,Tebufenozide,1,1.0,0.01,0.0,0.0,0.0,0.0
7292,CZ,2021,Tebufenpyrad,1,1.0,0.01,0.0,0.0,0.0,0.0
7294,CZ,2021,Teflubenzuron,1,1.0,0.01,0.0,0.0,0.0,0.0
7295,CZ,2021,Tefluthrin (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7296,CZ,2021,Terbacil,1,1.0,0.01,0.0,0.0,0.0,0.0
7297,CZ,2021,Terbufos (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7298,CZ,2021,Terbumeton,1,1.0,0.01,0.0,0.0,0.0,0.0
7299,CZ,2021,Terbuthylazine,1,1.0,0.01,0.0,0.0,0.0,0.0
7300,CZ,2021,Terbutryn,1,1.0,0.01,0.0,0.0,0.0,0.0
7301,CZ,2021,Tetrachlorvinphos,1,1.0,0.01,0.0,0.0,0.0,0.0
7303,CZ,2021,Tetradifon,1,1.0,0.01,0.0,0.0,0.0,0.0
7304,CZ,2021,Tetramethrin,1,1.0,0.01,0.0,0.0,0.0,0.0
7305,CZ,2021,Thiacloprid,1,1.0,0.01,0.0,0.0,0.0,0.0
7306,CZ,2021,Thiamethoxam (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7307,CZ,2021,Thiencarbazone-methyl,1,1.0,0.01,0.0,0.0,0.0,0.0
7308,CZ,2021,Thiometon,1,1.0,0.01,0.0,0.0,0.0,0.0
7309,CZ,2021,Tolclofos-methyl,1,1.0,0.01,0.0,0.0,0.0,0.0
7310,CZ,2021,Tolylfluanid (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7312,CZ,2021,Tri-allate,1,1.0,0.01,0.0,0.0,0.0,0.0
7313,CZ,2021,Triadimenol (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7315,CZ,2021,Trichlorfon,1,1.0,0.01,0.0,0.0,0.0,0.0
7316,CZ,2021,Tricyclazole,1,1.0,0.01,0.0,0.0,0.0,0.0
7317,CZ,2021,Trifloxystrobin (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7318,CZ,2021,Triflumuron,1,1.0,0.01,0.0,0.0,0.0,0.0
7319,CZ,2021,Trifluralin,1,1.0,0.01,0.0,0.0,0.0,0.0
7320,CZ,2021,Triforine,1,1.0,0.01,0.0,0.0,0.0,0.0
7321,CZ,2021,Triticonazole,1,1.0,0.01,0.0,0.0,0.0,0.0
7322,CZ,2021,Vamidothion (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7323,CZ,2021,Vinclozolin (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
7324,CZ,2021,Zoxamide,1,1.0,0.01,0.0,0.0,0.0,0.0
7337,CZ,2022,DDT (sum),30,0.0,0.0,0.0,11.0,0.0046,0.0015
7357,CZ,2022,Hexachlorobenzene,30,0.0,0.0,0.0,9.0,0.0014,0.0005
7358,CZ,2022,Indoxacarb (sum),30,0.0,0.0,0.0,1.0,0.003,0.0
7432,CZ,2024,DDT (sum),34,0.0,0.0,0.0,5.0,0.0032,0.0023
7454,CZ,2024,Hexachlorobenzene,34,0.0,0.0,0.0,1.0,0.002,0.0
7429,CZ,2024,Copper compounds,12,0.0,0.0,0.0,7.0,0.0757,0.0251
7507,DE,2011,DDT (sum),308,0.0,0.0,0.0,147.0,0.0015,0.0025
7530,DE,2011,HCH-alpha,308,0.0,0.0,0.0,1.0,0.0,0.0
7531,DE,2011,HCH-beta,308,0.0,0.0,0.0,2.0,0.0008,0.0003
7534,DE,2011,Hexachlorobenzene,308,0.0,0.0,0.0,180.0,0.0012,0.0011
7538,DE,2011,Lindane,308,0.0,0.0,0.0,2.0,0.0006,0.0001
7682,DE,2012,DDT (sum),527,0.0,0.0,0.0,147.0,0.003,0.005
7697,DE,2012,Dieldrin (sum),527,0.0,0.0,0.0,1.0,0.0009,0.0
7726,DE,2012,Endosulfan (sum),527,0.0,0.0,0.0,2.0,0.0009,0.0001
7803,DE,2012,Hexachlorobenzene,524,2.0,0.006,0.0001,190.0,0.0008,0.0011
7796,DE,2012,HCH-beta,523,0.0,0.0,0.0,2.0,0.0005,0.0006
7727,DE,2012,Endrin,504,0.0,0.0,0.0,3.0,0.0001,0.0
7801,DE,2012,Heptachlor (sum),503,0.0,0.0,0.0,1.0,0.0004,0.0
7892,DE,2012,Permethrin (sum),317,0.0,0.0,0.0,1.0,0.0005,0.0
7939,DE,2012,Quintozene (sum),311,0.0,0.0,0.0,1.0,0.001,0.0
7951,DE,2012,Tecnazene,273,0.0,0.0,0.0,1.0,0.002,0.0
7838,DE,2012,Mercury compounds,207,1.0,0.0132,0.0,19.0,0.0032,0.0018
7663,DE,2012,Copper compounds,122,0.0,0.0,0.0,71.0,0.5285,0.2421
7873,DE,2012,Not in list,48,17.0,0.4879,0.4604,0.0,0.0,0.0
7681,DE,2012,DDAC (mix),24,4.0,23.1825,44.2045,5.0,0.0234,0.01
8208,DE,2013,Lindane,416,0.0,0.0,0.0,5.0,0.0002,0.0003
8086,DE,2013,DDT (sum),413,0.0,0.0,0.0,112.0,0.001,0.0018
8114,DE,2013,Endosulfan (sum),399,0.0,0.0,0.0,1.0,0.001,0.0
8184,DE,2013,Heptachlor (sum),399,0.0,0.0,0.0,3.0,0.0003,0.0002
8185,DE,2013,Hexachlorobenzene,399,1.0,0.0157,0.0,209.0,0.0005,0.0008
8218,DE,2013,Mercury compounds,280,0.0,0.0,0.0,6.0,0.0051,0.0023
8074,DE,2013,Copper compounds,266,0.0,0.0,0.0,88.0,0.0766,0.0494
8085,DE,2013,DDAC (mix),95,2.0,0.99,1.0324,6.0,0.0282,0.0205
8025,DE,2013,Benzalkonium chloride,94,4.0,0.25,0.0392,8.0,0.0309,0.0251
8433,DE,2014,DDT (sum),287,0.0,0.0,0.0,101.0,0.0006,0.0008
8507,DE,2014,HCH-alpha,287,0.0,0.0,0.0,1.0,0.0003,0.0
8531,DE,2014,Lindane,286,0.0,0.0,0.0,5.0,0.0001,0.0001
8512,DE,2014,Hexachlorobenzene,255,0.0,0.0,0.0,197.0,0.0002,0.0002
8443,DE,2014,Dieldrin (sum),241,0.0,0.0,0.0,1.0,0.0006,0.0
8576,DE,2014,Permethrin (sum),222,0.0,0.0,0.0,3.0,0.0011,0.0005
8538,DE,2014,Mercury compounds,155,0.0,0.0,0.0,1.0,0.0017,0.0
8424,DE,2014,Copper compounds,128,0.0,0.0,0.0,62.0,0.3254,0.2237
8380,DE,2014,Benzalkonium chloride,104,17.0,1.9585,3.5192,9.0,0.0398,0.0238
8432,DE,2014,DDAC (mix),101,11.0,6.6,10.0142,1.0,0.093,0.0
8376,DE,2014,BAC 18,53,1.0,0.87,0.0,1.0,0.068,0.0
8769,DE,2015,DDT (sum),477,0.0,0.0,0.0,106.0,0.0019,0.0027
8933,DE,2015,Lindane,477,0.0,0.0,0.0,5.0,0.0,0.0
8896,DE,2015,HCH-beta,463,0.0,0.0,0.0,1.0,0.0001,0.0
8792,DE,2015,Dieldrin (sum),453,0.0,0.0,0.0,2.0,0.0012,0.0006
8905,DE,2015,Hexachlorobenzene,443,1.0,0.005,0.0,132.0,0.0009,0.0011
8902,DE,2015,Heptachlor (sum of isomers),401,0.0,0.0,0.0,1.0,0.0006,0.0
8768,DE,2015,DDAC (mix),79,10.0,7.4252,7.0323,0.0,0.0,0.0
8694,DE,2015,Benzalkonium chloride,78,11.0,1.8975,1.7792,5.0,0.0484,0.0272
8945,DE,2015,Mercury compounds,42,0.0,0.0,0.0,6.0,0.0041,0.0026
8752,DE,2015,Copper compounds,18,0.0,0.0,0.0,14.0,0.0628,0.0133
9231,DE,2016,DDT (sum),337,0.0,0.0,0.0,29.0,0.0008,0.0019
9368,DE,2016,Hexachlorobenzene,321,0.0,0.0,0.0,63.0,0.0001,0.0001
9400,DE,2016,Lindane,319,0.0,0.0,0.0,1.0,0.0,0.0
9225,DE,2016,Cypermethrin (sum),283,0.0,0.0,0.0,1.0,0.0016,0.0
9233,DE,2016,Deltamethrin,282,0.0,0.0,0.0,1.0,0.0012,0.0
9153,DE,2016,Benzalkonium chloride,111,1.0,0.15,0.0,0.0,0.0,0.0
9186,DE,2016,Chlorate,63,0.0,0.0,0.0,1.0,0.018,0.0
9411,DE,2016,Mercury compounds,25,1.0,0.0109,0.0,3.0,0.0059,0.0022
9211,DE,2016,Copper compounds,20,0.0,0.0,0.0,9.0,0.0582,0.0068
9776,DE,2017,Lindane,190,0.0,0.0,0.0,1.0,0.0,0.0
9662,DE,2017,DDT (sum),189,0.0,0.0,0.0,19.0,0.001,0.0016
9755,DE,2017,Hexachlorobenzene,184,0.0,0.0,0.0,17.0,0.0008,0.0013
9687,DE,2017,Endosulfan (sum),183,0.0,0.0,0.0,2.0,0.0217,0.0168
9880,DE,2017,Tetraconazole (sum),48,0.0,0.0,0.0,1.0,0.006,0.0
9650,DE,2017,Copper compounds,45,0.0,0.0,0.0,35.0,0.3657,0.2251
9611,DE,2017,BAC 12,36,0.0,0.0,0.0,1.0,0.024,0.0
9621,DE,2017,Benzalkonium chloride,16,0.0,0.0,0.0,1.0,0.024,0.0
9661,DE,2017,DDAC (mix),16,0.0,0.0,0.0,1.0,0.023,0.0
9998,DE,2018,DDT (sum),272,0.0,0.0,0.0,30.0,0.0084,0.0054
10114,DE,2018,Hexachlorobenzene,270,0.0,0.0,0.0,18.0,0.002,0.0009
9973,DE,2018,Chlorpyrifos,258,0.0,0.0,0.0,1.0,0.0041,0.0
9922,DE,2018,BAC 14,75,0.0,0.0,0.0,1.0,0.014,0.0
9997,DE,2018,DDAC (mix),75,0.0,0.0,0.0,1.0,0.033,0.0
9934,DE,2018,Benzalkonium chloride,47,0.0,0.0,0.0,1.0,0.02,0.0
9982,DE,2018,Copper compounds,25,0.0,0.0,0.0,14.0,0.0728,0.0465
10433,DE,2019,DDT (sum),313,0.0,0.0,0.0,11.0,0.0053,0.0024
10566,DE,2019,Hexachlorobenzene,313,0.0,0.0,0.0,21.0,0.0001,0.0003
10507,DE,2019,Fenthion (sum),215,0.0,0.0,0.0,1.0,0.0001,0.0
10337,DE,2019,Azinphos-ethyl,208,0.0,0.0,0.0,1.0,0.0001,0.0
10594,DE,2019,Lambda-cyhalothrin (sum),174,0.0,0.0,0.0,1.0,0.0026,0.0
10416,DE,2019,Copper compounds,149,0.0,0.0,0.0,48.0,0.0656,0.0272
10367,DE,2019,Bromide ion,4,3.0,0.97,0.2869,0.0,0.0,0.0
11172,DE,2021,Lindane,264,0.0,0.0,0.0,3.0,0.0008,0.0001
10979,DE,2021,DDT (sum),262,0.0,0.0,0.0,9.0,0.0053,0.0023
11135,DE,2021,Hexachlorobenzene,261,0.0,0.0,0.0,13.0,0.0008,0.0
10878,DE,2021,BAC 12,187,0.0,0.0,0.0,1.0,0.013,0.0
10879,DE,2021,BAC 14,187,0.0,0.0,0.0,1.0,0.014,0.0
10891,DE,2021,Benzalkonium chloride,187,1.0,1.65,0.0,1.0,0.027,0.0
10978,DE,2021,DDAC (mix),187,0.0,0.0,0.0,3.0,0.0247,0.0108
10880,DE,2021,BAC 16,184,1.0,1.65,0.0,0.0,0.0,0.0
10958,DE,2021,Copper compounds,105,1.0,2.24,0.0,30.0,0.1055,0.2123
11185,DE,2021,Mercury compounds,103,2.0,0.017,0.0028,20.0,0.0025,0.0019
10928,DE,2021,Chlorate,18,0.0,0.0,0.0,1.0,0.015,0.0
11519,DE,2022,DDAC (mix),249,0.0,0.0,0.0,2.0,0.057,0.0346
11429,DE,2022,BAC 12,247,0.0,0.0,0.0,2.0,0.0245,0.0191
11430,DE,2022,BAC 14,247,0.0,0.0,0.0,2.0,0.043,0.0438
11442,DE,2022,Benzalkonium chloride,237,1.0,0.11,0.0,2.0,0.0115,0.0007
11520,DE,2022,DDT (sum),200,0.0,0.0,0.0,5.0,0.005,0.0019
11670,DE,2022,HCH-beta,200,0.0,0.0,0.0,2.0,0.0024,0.0008
11678,DE,2022,Hexachlorobenzene,200,0.0,0.0,0.0,21.0,0.0006,0.0008
11502,DE,2022,Copper compounds,31,0.0,0.0,0.0,12.0,0.0514,0.0091
11452,DE,2022,Bromide ion,2,2.0,2.3,0.2828,0.0,0.0,0.0
12012,DE,2023,DDAC (mix),178,0.0,0.0,0.0,1.0,0.021,0.0
11950,DE,2023,BAC 12,174,0.0,0.0,0.0,3.0,0.0147,0.005
11951,DE,2023,BAC 14,174,0.0,0.0,0.0,1.0,0.022,0.0
11961,DE,2023,Benzalkonium chloride,135,0.0,0.0,0.0,3.0,0.022,0.0131
12001,DE,2023,Copper compounds,35,0.0,0.0,0.0,9.0,0.0552,0.0049
12344,DE,2024,DDT (sum),243,0.0,0.0,0.0,4.0,0.0072,0.0047
12426,DE,2024,Hexachlorobenzene,243,0.0,0.0,0.0,8.0,0.0009,0.0017
12438,DE,2024,Lindane,243,0.0,0.0,0.0,2.0,0.001,0.0
12292,DE,2024,BAC 12,181,0.0,0.0,0.0,1.0,0.01,0.0
12300,DE,2024,Benzalkonium chloride,181,0.0,0.0,0.0,1.0,0.01,0.0
12443,DE,2024,Mercury compounds,31,0.0,0.0,0.0,1.0,0.0054,0.0
12335,DE,2024,Copper compounds,23,0.0,0.0,0.0,8.0,0.0585,0.0105
13046,DK,2014,Hexachlorobenzene,15,0.0,0.0,0.0,2.0,0.0003,0.0001
13030,DK,2014,Copper compounds,5,0.0,0.0,0.0,2.0,0.08,0.0028
13697,DK,2020,Copper compounds,7,0.0,0.0,0.0,7.0,0.04,0.0191
13751,DK,2021,Copper compounds,8,0.0,0.0,0.0,7.0,0.0152,0.0099
13796,DK,2021,Mercury compounds,8,0.0,0.0,0.0,4.0,0.0003,0.0001
13838,DK,2022,Copper compounds,10,0.0,0.0,0.0,1.0,0.052,0.0
13887,DK,2023,Copper compounds,9,0.0,0.0,0.0,9.0,0.0443,0.0082
13920,DK,2023,Mercury compounds,9,0.0,0.0,0.0,1.0,0.001,0.0
14011,DK,2024,Hexachlorobenzene,46,0.0,0.0,0.0,1.0,0.001,0.0
14017,DK,2024,Lindane,46,0.0,0.0,0.0,1.0,0.001,0.0
14065,EE,2012,DDT (sum),5,0.0,0.0,0.0,2.0,0.002,0.0014
14079,EE,2012,Hexachlorobenzene,5,0.0,0.0,0.0,3.0,0.0023,0.0015
14187,EE,2015,Bromuconazole (sum),10,1.0,0.017,0.0,0.0,0.0,0.0
14698,ES,2012,DDT (sum),22,0.0,0.0,0.0,3.0,0.0116,0.0012
14757,ES,2013,DDT (sum),42,1.0,1.05,0.0707,0.0,0.0,0.0
14905,ES,2015,DDT (sum),82,0.0,0.0,0.0,5.0,0.0155,0.0068
14902,ES,2015,Cypermethrin (sum),64,0.0,0.0,0.0,1.0,0.011,0.0
16407,FI,2012,Hexachlorobenzene,20,0.0,0.0,0.0,1.0,0.001,0.0
16911,FR,2012,DDT (sum),79,0.0,0.0,0.0,2.0,0.0008,0.0002
16918,FR,2012,Dieldrin (sum),79,0.0,0.0,0.0,2.0,0.002,0.0014
16978,FR,2012,Hexachlorobenzene,78,0.0,0.0,0.0,3.0,0.0009,0.0001
17623,FR,2015,Dieldrin (sum),52,0.0,0.0,0.0,1.0,0.0008,0.0
17712,FR,2015,Hexachlorobenzene,50,0.0,0.0,0.0,1.0,0.0025,0.0
17530,FR,2015,BAC 12,35,0.0,0.0,0.0,4.0,0.02,0.0082
17539,FR,2015,Benzalkonium chloride,35,0.0,0.0,0.0,4.0,0.02,0.0082
17602,FR,2015,DDAC (mix),35,0.0,0.0,0.0,4.0,0.055,0.052
18341,FR,2019,2-phenylphenol (sum),29,1.0,0.19,0.0,0.0,0.0,0.0
19451,FR,2021,Chlorpyrifos-methyl,56,0.0,0.0,0.0,1.0,0.0006,0.0
19675,FR,2021,Mercury compounds,1,1.0,0.026,0.0,0.0,0.0,0.0
20137,FR,2022,Dieldrin (sum),97,0.0,0.0,0.0,1.0,0.005,0.0
20958,GB,2012,DDT (sum),307,0.0,0.0,0.0,1.0,0.023,0.0
21144,GB,2012,Piperonyl Butoxide,5,1.0,0.03,0.0,0.0,0.0,0.0
21264,GB,2014,BAC 12,56,0.0,0.0,0.0,9.0,0.0322,0.0282
21265,GB,2014,BAC 14,56,0.0,0.0,0.0,2.0,0.035,0.0212
21267,GB,2014,Benzalkonium chloride,56,0.0,0.0,0.0,9.0,0.0344,0.0305
21276,GB,2014,DDAC (mix),56,0.0,0.0,0.0,7.0,0.0471,0.0281
21394,GB,2015,Dieldrin (sum),386,1.0,0.01,0.0,0.0,0.0,0.0
21325,GB,2015,BAC 12,122,8.0,0.225,0.0463,37.0,0.0486,0.0295
21326,GB,2015,BAC 14,122,0.0,0.0,0.0,37.0,0.0335,0.0246
21327,GB,2015,BAC 16,122,0.0,0.0,0.0,1.0,0.01,0.0
21332,GB,2015,Benzalkonium chloride,122,11.0,0.2727,0.1191,36.0,0.0553,0.0326
21381,GB,2015,DDAC (mix),121,0.0,0.0,0.0,3.0,0.0433,0.0493
21611,GB,2016,BAC 12,197,0.0,0.0,0.0,3.0,0.0833,0.0208
21615,GB,2016,Benzalkonium chloride,197,0.0,0.0,0.0,3.0,0.0833,0.0208
21711,GB,2017,BAC 12,266,0.0,0.0,0.0,2.0,0.08,0.0283
21716,GB,2017,Benzalkonium chloride,266,0.0,0.0,0.0,2.0,0.08,0.0283
21824,GB,2018,BAC 12,314,0.0,0.0,0.0,6.0,0.0883,0.016
21829,GB,2018,Benzalkonium chloride,314,0.0,0.0,0.0,6.0,0.0883,0.016
21906,GB,2018,Permethrin (sum),314,0.0,0.0,0.0,1.0,0.01,0.0
21839,GB,2018,Chlorate,35,0.0,0.0,0.0,16.0,0.0262,0.012
21814,GB,2018,"2,4-D (sum)",1,1.0,0.01,0.0,0.0,0.0,0.0
21972,GB,2019,BAC 12,297,1.0,0.2,0.0,1.0,0.1,0.0
21973,GB,2019,BAC 14,297,0.0,0.0,0.0,1.0,0.08,0.0
23223,GR,2015,DDT (sum),12,1.0,0.074,0.0057,0.0,0.0,0.0
24404,HR,2015,Chlordane (sum),41,1.0,0.001,0.0,0.0,0.0,0.0
24405,HR,2015,Chlorobenzilate,41,0.0,0.0,0.0,1.0,0.002,0.0
24410,HR,2015,DDT (sum),41,0.0,0.0,0.0,2.0,0.0042,0.0015
24414,HR,2015,Endosulfan (sum),41,0.0,0.0,0.0,1.0,0.002,0.0
24424,HR,2015,HCH-alpha,41,0.0,0.0,0.0,1.0,0.001,0.0
24427,HR,2015,Hexachlorobenzene,41,0.0,0.0,0.0,7.0,0.001,0.0001
24431,HR,2015,Methoxychlor,41,0.0,0.0,0.0,3.0,0.002,0.0
24816,HU,2013,Benfuracarb,49,1.0,0.0249,0.0,0.0,0.0,0.0
26507,HU,2020,2-phenylphenol (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
26508,HU,2020,"3-[(6-iodo-4-oxo-3-propyl-3,4-dihydroquinazolin-2-yl)oxy]propanoic acid",13,13.0,0.01,0.0,0.0,0.0,0.0
26509,HU,2020,Abamectin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26510,HU,2020,Acephate,13,13.0,0.01,0.0,0.0,0.0,0.0
26511,HU,2020,Acetochlor,13,13.0,0.01,0.0,0.0,0.0,0.0
26512,HU,2020,Aclonifen,13,13.0,0.01,0.0,0.0,0.0,0.0
26513,HU,2020,Alachlor,13,13.0,0.01,0.0,0.0,0.0,0.0
26514,HU,2020,Aldicarb (sum),13,13.0,0.0092,0.0075,0.0,0.0,0.0
26515,HU,2020,Ametoctradin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26516,HU,2020,Ametryn,13,13.0,0.01,0.0,0.0,0.0,0.0
26517,HU,2020,Amitraz (sum),13,13.0,0.0042,0.0036,0.0,0.0,0.0
26518,HU,2020,Atrazine,13,13.0,0.01,0.0,0.0,0.0,0.0
26519,HU,2020,"Atrazine, Desisopropyl-",13,13.0,0.01,0.0,0.0,0.0,0.0
26521,HU,2020,Azinphos-ethyl,13,0.0,0.0,0.0,13.0,0.01,0.0
26522,HU,2020,Azinphos-methyl,13,0.0,0.0,0.0,13.0,0.01,0.0
26523,HU,2020,Aziprotryne,13,13.0,0.01,0.0,0.0,0.0,0.0
26524,HU,2020,Azoxystrobin,13,13.0,0.01,0.0,0.0,0.0,0.0
26525,HU,2020,Benalaxyl (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26526,HU,2020,Benzovindiflupyr,13,13.0,0.01,0.0,0.0,0.0,0.0
26527,HU,2020,Bifenox,13,13.0,0.01,0.0,0.0,0.0,0.0
26528,HU,2020,Bifenthrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
26529,HU,2020,Bioresmethrin,13,13.0,0.01,0.0,0.0,0.0,0.0
26530,HU,2020,Biphenyl,13,13.0,0.01,0.0,0.0,0.0,0.0
26531,HU,2020,Bitertanol (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26532,HU,2020,Bixafen (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26533,HU,2020,Boscalid (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
26534,HU,2020,Bromfenvinfos,13,13.0,0.01,0.0,0.0,0.0,0.0
26535,HU,2020,Bromophos,13,13.0,0.01,0.0,0.0,0.0,0.0
26536,HU,2020,Bromophos-ethyl,13,13.0,0.01,0.0,0.0,0.0,0.0
26537,HU,2020,Bromopropylate,13,13.0,0.01,0.0,0.0,0.0,0.0
26538,HU,2020,Bromuconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26539,HU,2020,Bupirimate,13,13.0,0.01,0.0,0.0,0.0,0.0
26540,HU,2020,Buprofezin,13,13.0,0.01,0.0,0.0,0.0,0.0
26541,HU,2020,Butylate,13,13.0,0.01,0.0,0.0,0.0,0.0
26542,HU,2020,Cadusafos,13,13.0,0.01,0.0,0.0,0.0,0.0
26543,HU,2020,Carbaryl,13,13.0,0.01,0.0,0.0,0.0,0.0
26544,HU,2020,Carbendazim and benomyl (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
