,paramcode,tag,long_name,obligatory,voluntary,total_samples
169,RF-0079-001-PPP,Chlorfenvinphos,Chlorfenvinphos,611.0,1266.0,1877.0
312,RF-0236-003-PPP,Heptachlor (sum),"Heptachlorepoxide, trans-",628.0,826.0,1454.0
381,RF-0311-001-PPP,Nitrofen,Nitrofen,389.0,935.0,1324.0
354,RF-0288-001-PPP,Methacrifos,Methacrifos,463.0,727.0,1190.0
509,RF-0442-001-PPP,Trifluralin,Trifluralin,398.0,787.0,1185.0
621,RF-0653-001-PPP,Endrin (sum),Endrin ketone (expressed as endrin),116.0,885.0,1001.0
547,RF-0515-001-PPP,Bromocyclen,Bromocyclen,147.0,833.0,980.0
411,RF-0338-002-PPP,Phosmet (sum),Phosmet,252.0,690.0,942.0
516,RF-0450-003-PPP,Vinclozolin,Vinclozolin,269.0,584.0,853.0
340,RF-0266-003-PPP,Malathion (sum),Malathion,312.0,497.0,809.0
242,RF-0157-001-PPP,Epoxiconazole,Epoxiconazole,212.0,574.0,786.0
267,RF-0180-001-PPP,Fenitrothion,Fenitrothion,284.0,436.0,720.0
662,RF-0736-001-PPP,HCH (sum),"HCH, delta-",236.0,478.0,714.0
246,RF-0161-001-PPP,Ethion,Ethion,251.0,433.0,684.0
573,RF-0571-001-PPP,Coumaphos,Coumaphos,167.0,516.0,683.0
194,RF-0113-001-PPP,Cyproconazole (sum),Cyproconazole,226.0,432.0,658.0
338,RF-0266-001-PPP,Malathion (sum),Malathion (sum of malathion and malaoxon expressed as malathion),285.0,367.0,652.0
455,RF-0383-003-PPP,Quintozene (sum),Pentachloroaniline,240.0,411.0,651.0
695,RF-0797-001-PPP,Mirex,Mirex,136.0,429.0,565.0
414,RF-0342-001-PPP,Phoxim,Phoxim,117.0,443.0,560.0
726,RF-0866-001-PPP,Propetamphos,Propetamphos,108.0,442.0,550.0
270,RF-0183-001-PPP,Fenpropathrin,Fenpropathrin,196.0,351.0,547.0
315,RF-0240-003-PPP,HCH (sum),"Hexachlorocyclohexane (HCH), sum of isomers, except the gamma isomer",282.0,238.0,520.0
484,RF-0417-001-PPP,Thiacloprid,Thiacloprid,127.0,385.0,512.0
469,RF-0403-001-PPP,Tebuconazole (sum),Tebuconazole,223.0,283.0,506.0
428,RF-0357-001-PPP,Propargite,Propargite,113.0,372.0,485.0
409,RF-0337-001-PPP,Phosalone,Phosalone,209.0,259.0,468.0
269,RF-0182-001-PPP,Fenoxycarb,Fenoxycarb,109.0,355.0,464.0
224,RF-0139-003-PPP,Dimethoate (sum),Dimethoate,230.0,218.0,448.0
429,RF-0358-001-PPP,Propiconazole (sum),Propiconazole (sum of isomers),158.0,288.0,446.0
296,RF-0218-002-PPP,Flusilazole (sum),Flusilazole (sum of flusilazole and its metabolite IN-F7321 ([bis-(4-fluorophenyl)methyl]silanol) expressed as flusilazole),170.0,275.0,445.0
148,RF-0051-001-PPP,Bromophos-ethyl,Bromophos-ethyl,141.0,301.0,442.0
793,RF-1003-001-PPP,"3,5-dichloroaniline (sum)","Vinclozolin, iprodione, procymidone, sum of compounds and all metabolites containing the 3,5-dichloroaniline moiety expressed as 3,5 dichloroaniline",148.0,268.0,416.0
205,RF-0127-001-PPP,Dichlorvos,Dichlorvos,197.0,214.0,411.0
339,RF-0266-002-PPP,Malathion (sum),Malaoxon,181.0,229.0,410.0
351,RF-0285-001-PPP,Metazachlor,Metazachlor,167.0,222.0,389.0
790,RF-0999-001-PPP,Nonachlor-Trans,Nonachlor-Trans,105.0,276.0,381.0
430,RF-0361-001-PPP,Propoxur,Propoxur,75.0,299.0,374.0
149,RF-0052-001-PPP,Bromopropylate,Bromopropylate,184.0,180.0,364.0
355,RF-0289-001-PPP,Methamidophos,Methamidophos,145.0,217.0,362.0
548,RF-0517-001-PPP,Bromophos,Bromophos,202.0,159.0,361.0
464,RF-0393-001-PPP,Spinosad (sum),"Spinosad (spinosad, sum of spinosyn A and spinosyn D)",82.0,278.0,360.0
622,RF-0654-001-PPP,EPN,EPN,98.0,262.0,360.0
222,RF-0139-001-PPP,Dimethoate (sum),Dimethoate (sum of dimethoate and omethoate expressed as dimethoate),223.0,136.0,359.0
155,RF-0062-001-PPP,Carbaryl,Carbaryl,137.0,221.0,358.0
209,RF-0129-001-PPP,Dicloran,Dicloran,81.0,271.0,352.0
223,RF-0139-002-PPP,Dimethoate (sum),Omethoate,170.0,176.0,346.0
0,RF-00000010-PAR,Bixafen (sum),"Bixafen (sum of bixafen and desmethyl-bixafen, expressed as bixafen)",117.0,226.0,343.0
111,RF-0012-001-PPP,Acephate,Acephate,171.0,160.0,331.0
250,RF-0164-001-PPP,Ethoprophos,Ethoprophos,124.0,205.0,329.0
136,RF-0035-001-PPP,Azoxystrobin,Azoxystrobin,126.0,191.0,317.0
458,RF-0385-002-PPP,Resmethrin (sum),cis-Resmethrin,109.0,207.0,316.0
490,RF-0424-001-PPP,Tolclofos-methyl,Tolclofos-methyl,158.0,155.0,313.0
419,RF-0347-001-PPP,Pirimicarb (sum),Pirimicarb (sum of Pirimicarb and Desmethyl pirimicarb expressed as Pirimicarb),141.0,168.0,309.0
557,RF-0528-001-PPP,Cadusafos,Cadusafos,125.0,181.0,306.0
719,RF-0851-001-PPP,Pirimiphos-Ethyl,Pirimiphos-Ethyl,137.0,165.0,302.0
314,RF-0236-008-PPP,Heptachlor (sum),Heptachlor exo-epoxide,144.0,153.0,297.0
631,RF-0668-001-PPP,Etrimfos,Etrimfos,117.0,179.0,296.0
404,RF-0336-003-PPP,Phorate (sum),Phorate,167.0,128.0,295.0
370,RF-0302-001-PPP,Mevinphos (sum),Mevinphos (sum of E- and Z-isomers),161.0,124.0,285.0
792,RF-1002-001-PPP,Carbendazim and thiophanate-methyl (sum),"Carbendazim and thiophanate-methyl, expressed as carbendazim",76.0,205.0,281.0
272,RF-0184-002-PPP,Fenpropidin (sum),"Fenpropidin (sum of fenpropidin, 2-methyl-2-[4-(2-methyl-3- piperidin-1-yl-propyl)-phenyl]propionic acid, and their salts, expressed as fenpropidin)",87.0,193.0,280.0
159,RF-0065-003-PPP,Carbofuran (sum),Carbofuran,92.0,184.0,276.0
323,RF-0250-001-PPP,Imidacloprid,Imidacloprid,75.0,198.0,273.0
118,RF-0017-001-PPP,Aclonifen,Aclonifen,53.0,218.0,271.0
600,RF-0612-001-PPP,Dicrotophos,Dicrotophos,46.0,217.0,263.0
657,RF-0724-001-PPP,Fonofos,Fonofos,96.0,165.0,261.0
453,RF-0380-001-PPP,Quinalphos,Quinalphos,139.0,121.0,260.0
171,RF-0084-001-PPP,Chlorothalonil,Chlorothalonil,174.0,85.0,259.0
496,RF-0428-003-PPP,Triadimefon and triadimenol (sum),Triadimefon,160.0,99.0,259.0
481,RF-0415-001-PPP,Tetradifon,Tetradifon,134.0,123.0,257.0
451,RF-0378-001-PPP,Pyriproxyfen,Pyriproxyfen,94.0,160.0,254.0
420,RF-0347-002-PPP,Pirimicarb (sum),Pirimicarb,117.0,135.0,252.0
364,RF-0293-003-PPP,Methomyl and Thiodicarb (sum),Methomyl,58.0,194.0,252.0
259,RF-0174-001-PPP,Fenarimol,Fenarimol,142.0,108.0,250.0
395,RF-0329-001-PPP,Penconazole (sum),Penconazole (sum of constituent isomers),124.0,119.0,243.0
356,RF-0291-001-PPP,Methiocarb (sum),"Methiocarb (sum of methiocarb and methiocarb sulfoxide and sulfone, expressed as methiocarb)",107.0,135.0,242.0
283,RF-0202-001-PPP,Fludioxonil,Fludioxonil,95.0,147.0,242.0
485,RF-0418-001-PPP,Thiamethoxam (sum),Thiamethoxam,58.0,183.0,241.0
528,RF-0475-001-PPP,Anthraquinone,Anthraquinone,38.0,201.0,239.0
261,RF-0176-001-PPP,Fenbuconazole (sum),Fenbuconazole,100.0,139.0,239.0
9,RF-00000032-PAR,Trifloxystrobin (sum),"Trifloxystrobin (sum of trifloxystrobin and its metabolite (E, E)-methoxyimino- {2-[1-(3-trifluoromethyl-phenyl)-ethylideneamino-oxymethyl]-phenyl}-acetic acid (CGA 321113))",69.0,169.0,238.0
138,RF-0038-001-PPP,Benalaxyl (sum),Benalaxyl including other mixtures of constituent isomers including benalaxyl-M (sum of isomers),37.0,199.0,236.0
24,RF-00003037-PAR,Tebuconazole (sum),"Tebuconazole (sum of tebuconazole, hydroxy-tebuconazole, and their conjugates, expressed as tebuconazole)",53.0,183.0,236.0
462,RF-0390-001-PPP,Simazine,Simazine,143.0,93.0,236.0
313,RF-0236-007-PPP,Heptachlor (sum),Heptachlor endo-epoxide,112.0,123.0,235.0
447,RF-0375-001-PPP,Pyridaben,Pyridaben,88.0,144.0,232.0
494,RF-0428-001-PPP,Triadimefon and triadimenol (sum),Triadimefon and triadimenol (sum of triadimefon and triadimenol),166.0,65.0,231.0
750,RF-0903-001-PPP,Sulfotep,Sulfotep,82.0,149.0,231.0
729,RF-0869-001-PPP,Prothiofos,Prothiofos,110.0,120.0,230.0
473,RF-0408-001-PPP,Tefluthrin (sum),Tefluthrin,110.0,117.0,227.0
120,RF-0019-001-PPP,Alachlor,Alachlor,92.0,133.0,225.0
264,RF-0178-002-PPP,Fenchlorphos (sum),Fenchlorphos,92.0,133.0,225.0
761,RF-0922-001-PPP,Tetramethrin,Tetramethrin,135.0,88.0,223.0
327,RF-0255-001-PPP,Iprodione,Iprodione,149.0,74.0,223.0
517,RF-0452-001-PPP,Zoxamide,Zoxamide,106.0,117.0,223.0
145,RF-0045-001-PPP,Bifenox,Bifenox,23.0,199.0,222.0
378,RF-0308-001-PPP,Myclobutanil (sum),Myclobutanil,96.0,125.0,221.0
297,RF-0219-001-PPP,Flutolanil,Flutolanil,88.0,133.0,221.0
357,RF-0291-002-PPP,Methiocarb (sum),Methiocarb,94.0,126.0,220.0
187,RF-0101-001-PPP,Thiamethoxam (sum),Clothianidin,43.0,176.0,219.0
358,RF-0291-003-PPP,Methiocarb (sum),Methiocarb-Sulfoxid,87.0,132.0,219.0
471,RF-0405-001-PPP,Tebufenpyrad,Tebufenpyrad,98.0,120.0,218.0
151,RF-0056-001-PPP,Buprofezin,Buprofezin,98.0,120.0,218.0
147,RF-0048-001-PPP,Bitertanol (sum),Bitertanol (sum of isomers),95.0,122.0,217.0
348,RF-0281-001-PPP,Metalaxyl and metalaxyl-M (sum),Metalaxyl and metalaxyl-M (metalaxyl including other mixtures of constituent isomers including metalaxyl-M (sum of isomers),158.0,58.0,216.0
214,RF-0133-001-PPP,Difenoconazole,Difenoconazole,98.0,117.0,215.0
454,RF-0382-001-PPP,Quinoxyfen,Quinoxyfen,98.0,117.0,215.0
639,RF-0685-002-PPP,Fensulfothion (sum),Fensulfothion,90.0,125.0,215.0
797,RF-1008-001-PPP,Nonachlor-Cis,Nonachlor-Cis,11.0,203.0,214.0
728,RF-0868-001-PPP,Prothioconazole (sum),Prothioconazole: prothioconazole-desthio (sum of isomers),22.0,191.0,213.0
648,RF-0698-001-PPP,Fluazifop,Fluazifop,30.0,182.0,212.0
505,RF-0439-001-PPP,Trifloxystrobin,Trifloxystrobin,58.0,152.0,210.0
119,RF-0018-001-PPP,Acrinathrin,Acrinathrin,106.0,104.0,210.0
422,RF-0350-001-PPP,Procymidone,Procymidone,115.0,95.0,210.0
316,RF-0240-004-PPP,HCH (sum),HCH-epsilon,52.0,156.0,208.0
470,RF-0404-001-PPP,Tebufenozide,Tebufenozide,95.0,112.0,207.0
387,RF-0319-001-PPP,Oxadixyl,Oxadixyl,103.0,103.0,206.0
158,RF-0065-002-PPP,Carbofuran (sum),"Carbofuran, 3-hydroxy",76.0,128.0,204.0
402,RF-0336-001-PPP,Phorate (sum),"Phorate (sum of phorate, its oxygen analogue and their sulfones expressed as phorate)",146.0,58.0,204.0
150,RF-0055-001-PPP,Bupirimate,Bupirimate,98.0,104.0,202.0
421,RF-0347-003-PPP,Pirimicarb (sum),Desmethyl Pirimicarb,81.0,118.0,199.0
317,RF-0241-001-PPP,Hexaconazole,Hexaconazole,88.0,110.0,198.0
727,RF-0867-001-PPP,Propham,Propham,100.0,97.0,197.0
210,RF-0130-001-PPP,Dicofol (sum),"Dicofol (sum of p, p' and o,p' isomers)",110.0,87.0,197.0
164,RF-0072-001-PPP,Chlorantraniliprole,Chlorantraniliprole,38.0,159.0,197.0
759,RF-0920-001-PPP,Tetrachlorvinphos,Tetrachlorvinphos,79.0,117.0,196.0
480,RF-0413-001-PPP,Terbuthylazine,Terbuthylazine,93.0,102.0,195.0
440,RF-0370-001-PPP,Pyraclostrobin,Pyraclostrobin,85.0,109.0,194.0
675,RF-0758-001-PPP,Isofenphos-methyl,Isofenphos-methyl,100.0,94.0,194.0
663,RF-0737-001-PPP,Heptenophos,Heptenophos,118.0,76.0,194.0
266,RF-0179-001-PPP,Fenhexamid,Fenhexamid,82.0,111.0,193.0
359,RF-0291-004-PPP,Methiocarb (sum),Methiocarb-Sulfon,72.0,119.0,191.0
260,RF-0175-001-PPP,Fenazaquin,Fenazaquin,85.0,104.0,189.0
396,RF-0330-001-PPP,Pencycuron,Pencycuron,81.0,108.0,189.0
134,RF-0029-001-PPP,Atrazine,Atrazine,106.0,83.0,189.0
157,RF-0065-001-PPP,Carbofuran (sum),Carbofuran (sum of carbofuran and 3-hydroxy-carbofuran expressed as carbofuran),109.0,75.0,184.0
518,RF-0453-001-PPP,Dichlofluanid and DMSA (sum),Dichlofluanid,98.0,86.0,184.0
328,RF-0256-001-PPP,Iprovalicarb,Iprovalicarb,70.0,113.0,183.0
336,RF-0264-001-PPP,Linuron,Linuron,77.0,106.0,183.0
417,RF-0345-001-PPP,Picoxystrobin,Picoxystrobin,91.0,91.0,182.0
232,RF-0149-001-PPP,Disulfoton (sum),"Disulfoton (sum of disulfoton, disulfoton sulfoxide and disulfoton sulfone expressed as disulfoton)",133.0,48.0,181.0
303,RF-0224-001-PPP,Formothion,Formothion,91.0,89.0,180.0
702,RF-0810-001-PPP,Nitenpyram,Nitenpyram,46.0,132.0,178.0
472,RF-0407-001-PPP,Teflubenzuron,Teflubenzuron,34.0,143.0,177.0
129,RF-0024-003-PPP,Amitraz (sum),"Dimethylphenylformamide, 2,4-",12.0,165.0,177.0
724,RF-0862-001-PPP,Prometryn,Prometryn,70.0,106.0,176.0
225,RF-0140-001-PPP,Dimethomorph (sum),Dimethomorph (sum of isomers),84.0,92.0,176.0
673,RF-0756-001-PPP,Isofenphos,Isofenphos,111.0,64.0,175.0
273,RF-0186-001-PPP,Fenpyroximate,Fenpyroximate,66.0,109.0,175.0
545,RF-0511-001-PPP,Bromacil,Bromacil,79.0,96.0,175.0
167,RF-0077-001-PPP,Chlorfenapyr,Chlorfenapyr,76.0,98.0,174.0
344,RF-0274-002-PPP,Mepanipyrim,Mepanipyrim,85.0,89.0,174.0
227,RF-0142-001-PPP,Diniconazole (sum),Diniconazole (sum of isomers),85.0,89.0,174.0
513,RF-0447-001-PPP,Triticonazole,Triticonazole,73.0,100.0,173.0
352,RF-0286-001-PPP,Metconazole (sum),Metconazole (sum of isomers),83.0,90.0,173.0
486,RF-0418-002-PPP,Thiamethoxam (sum),Thiamethoxam (sum of thiamethoxam and clothianidin expressed as thiamethoxam),71.0,101.0,172.0
495,RF-0428-002-PPP,Triadimefon and triadimenol (sum),Triadimenol,88.0,83.0,171.0
329,RF-0257-001-PPP,Isoproturon,Isoproturon,73.0,98.0,171.0
233,RF-0149-002-PPP,Disulfoton (sum),Disulfoton,119.0,52.0,171.0
333,RF-0260-001-PPP,Kresoxim-methyl (sum),Kresoxim-methyl,108.0,63.0,171.0
281,RF-0201-001-PPP,Flucythrinate (sum),Flucythrinate,114.0,55.0,169.0
124,RF-0020-004-PPP,Aldicarb (sum),Aldicarb-Sulfone,53.0,115.0,168.0
123,RF-0020-003-PPP,Aldicarb (sum),Aldicarb-Sulfoxide,53.0,114.0,167.0
263,RF-0178-001-PPP,Fenchlorphos (sum),Fenchlorphos (sum of fenchlorphos and fenchlorphos oxon expressed as fenchlorphos),86.0,81.0,167.0
113,RF-0014-001-PPP,Acetamiprid (sum),Acetamiprid,43.0,124.0,167.0
433,RF-0364-001-PPP,Propyzamide (sum),Propyzamide,83.0,83.0,166.0
286,RF-0204-001-PPP,Flufenoxuron,Flufenoxuron,43.0,123.0,166.0
388,RF-0320-001-PPP,Oxamyl,Oxamyl,47.0,119.0,166.0
717,RF-0846-001-PPP,Phenthoate,Phenthoate,82.0,84.0,166.0
128,RF-0024-002-PPP,Amitraz (sum),Amitraz,33.0,131.0,164.0
783,RF-0969-001-PPP,Vamidothion (sum),Vamidothion,83.0,81.0,164.0
342,RF-0272-001-PPP,Mecarbam,Mecarbam,100.0,64.0,164.0
394,RF-0325-001-PPP,Paclobutrazol,Paclobutrazol,87.0,76.0,163.0
466,RF-0393-003-PPP,Spinosad (sum),Spinosyn D,28.0,134.0,162.0
122,RF-0020-002-PPP,Aldicarb (sum),Aldicarb,61.0,100.0,161.0
235,RF-0149-004-PPP,Disulfoton (sum),Disulfoton-Sulfon,107.0,53.0,160.0
791,RF-1001-001-PPP,Acetamiprid (sum),Acetamiprid and IM-2-1 metabolite,59.0,100.0,159.0
252,RF-0169-001-PPP,Etoxazole,Etoxazole,43.0,116.0,159.0
467,RF-0394-001-PPP,Spirodiclofen,Spirodiclofen,66.0,91.0,157.0
683,RF-0768-001-PPP,Iodofenphos,Iodofenphos,81.0,75.0,156.0
578,RF-0576-001-PPP,Cyanazine,Cyanazine,69.0,86.0,155.0
594,RF-0599-001-PPP,Dichlofenthion,Dichlofenthion,33.0,122.0,155.0
393,RF-0324-001-PPP,Oxyfluorfen,Oxyfluorfen,58.0,97.0,155.0
680,RF-0764-001-PPP,Isoprothiolane,Isoprothiolane,81.0,71.0,152.0
712,RF-0837-001-PPP,Pentachloroanisole,Pentachloroanisole,43.0,109.0,152.0
735,RF-0878-001-PPP,Pyrifenox,Pyrifenox,85.0,67.0,152.0
254,RF-0172-001-PPP,Fenamidone,Fenamidone,81.0,69.0,150.0
121,RF-0020-001-PPP,Aldicarb (sum),"Aldicarb (sum of Aldicarb, its sulfoxide and its sulfone, expressed as Aldicarb)",76.0,73.0,149.0
318,RF-0242-001-PPP,Hexythiazox (sum),Hexythiazox,62.0,87.0,149.0
213,RF-0132-001-PPP,Diethofencarb,Diethofencarb,72.0,77.0,149.0
174,RF-0090-001-PPP,Chlorthal-dimethyl,Chlorthal-dimethyl,57.0,91.0,148.0
503,RF-0437-001-PPP,Tricyclazole,Tricyclazole,66.0,82.0,148.0
734,RF-0877-001-PPP,Pyridaphenthion,Pyridaphenthion,90.0,57.0,147.0
482,RF-0416-001-PPP,Thiabendazole,Thiabendazole,45.0,102.0,147.0
692,RF-0791-001-PPP,Metobromuron,Metobromuron,73.0,72.0,145.0
366,RF-0296-001-PPP,Methoxyfenozide,Methoxyfenozide,58.0,87.0,145.0
305,RF-0226-001-PPP,Fosthiazate,Fosthiazate,58.0,85.0,143.0
161,RF-0069-001-PPP,Carboxin,Carboxin,66.0,77.0,143.0
226,RF-0141-001-PPP,Dimoxystrobin (sum),Dimoxystrobin,63.0,80.0,143.0
788,RF-0993-001-PPP,Prochloraz (sum),"Trichlorophenol, 2,4,6- (expressed as prochloraz)",98.0,43.0,141.0
363,RF-0293-002-PPP,Methomyl and Thiodicarb (sum),Thiodicarb,28.0,113.0,141.0
319,RF-0246-001-PPP,Imazalil (sum),Imazalil,69.0,71.0,140.0
99,RF-00012045-PAR,Fenbuconazole (sum),Fenbuconazole (sum of constituent enantiomers),0.0,139.0,139.0
375,RF-0305-001-PPP,Monocrotophos,Monocrotophos,59.0,80.0,139.0
170,RF-0080-001-PPP,Chloridazon,Chloridazon,61.0,77.0,138.0
195,RF-0114-001-PPP,Cyprodinil (sum),Cyprodinil,58.0,80.0,138.0
337,RF-0265-001-PPP,Lufenuron (sum),Lufenuron (any ratio of constituent isomers),30.0,107.0,137.0
298,RF-0220-001-PPP,Flutriafol,Flutriafol,62.0,74.0,136.0
379,RF-0309-001-PPP,Napropamide (sum),Napropamide,70.0,66.0,136.0
391,RF-0323-003-PPP,Oxydemeton-methyl (sum),Demeton-S-Methylsulfone,59.0,75.0,134.0
450,RF-0377-001-PPP,Pyrimethanil,Pyrimethanil,56.0,76.0,132.0
465,RF-0393-002-PPP,Spinosad (sum),Spinosyn A,13.0,119.0,132.0
349,RF-0281-002-PPP,Metalaxyl,Metalaxyl,90.0,42.0,132.0
258,RF-0173-004-PPP,Fenamiphos (sum),Fenamiphos,61.0,70.0,131.0
798,RF-1012-001-PPP,Heptachlor (sum),Heptachlor and trans-heptachlor epoxide,20.0,110.0,130.0
489,RF-0422-001-PPP,Carbendazim and benomyl (sum),Thiophanate-methyl,30.0,99.0,129.0
523,RF-0467-001-PPP,Ametryn,Ametryn,66.0,63.0,129.0
160,RF-0068-001-PPP,Carbosulfan,Carbosulfan,48.0,78.0,126.0
533,RF-0484-001-PPP,Azamethiphos,Azamethiphos,45.0,80.0,125.0
438,RF-0368-001-PPP,Prothioconazole,Prothioconazole,38.0,87.0,125.0
813,RF-1074-001-PPP,Prothioconazole (sum),"Prothioconazole (sum of prothioconazole-desthio and its glucuronide conjugate, expressed as prothioconazoledesthio)",59.0,65.0,124.0
307,RF-0228-001-PPP,Furathiocarb,Furathiocarb,68.0,56.0,124.0
282,RF-0201-002-PPP,Flucythrinate (sum),Flucythrinate (flucythrinate including other mixtures of consitutent isomers (sum of isomers)),54.0,69.0,123.0
477,RF-0412-002-PPP,Terbufos (sum),Terbufos,60.0,63.0,123.0
413,RF-0339-001-PPP,Phosphamidon,Phosphamidon,68.0,55.0,123.0
196,RF-0114-002-PPP,Cyprodinil (sum),"Cyprodinil (sum of cyprodinil and CGA 304075 (free), expressed as cyprodinil)",70.0,53.0,123.0
368,RF-0299-001-PPP,Metrafenone,Metrafenone,33.0,89.0,122.0
554,RF-0525-001-PPP,Butocarboxim (sum),Butoxycarboxim,27.0,95.0,122.0
362,RF-0293-001-PPP,Methomyl and Thiodicarb (sum),Methomyl and Thiodicarb (sum of methomyl and thiodicarb expressed as methomyl),63.0,58.0,121.0
412,RF-0338-003-PPP,Phosmet (sum),Phosmet oxon,25.0,96.0,121.0
306,RF-0227-001-PPP,Fuberidazole,Fuberidazole,53.0,67.0,120.0
689,RF-0780-001-PPP,Mepronil,Mepronil,68.0,52.0,120.0
127,RF-0024-001-PPP,Amitraz (sum),"Amitraz (amitraz including the metabolites containing the 2,4 -dimethylaniline moiety expressed as amitraz)",27.0,93.0,120.0
202,RF-0125-001-PPP,Dichlobenil,Dichlobenil,63.0,56.0,119.0
310,RF-0235-003-PPP,Haloxyfop-Ethoxyethylester,Haloxyfop-Ethoxyethylester,39.0,80.0,119.0
543,RF-0506-001-PPP,Biphenyl,Biphenyl,68.0,50.0,118.0
188,RF-0104-001-PPP,Cyazofamid,Cyazofamid,45.0,73.0,118.0
253,RF-0170-001-PPP,Etridiazole,Etridiazole,63.0,53.0,116.0
586,RF-0587-001-PPP,Cyphenothrin,Cyphenothrin,66.0,50.0,116.0
562,RF-0539-001-PPP,Chinomethionat,Chinomethionat,74.0,41.0,115.0
234,RF-0149-003-PPP,Disulfoton (sum),Disulfoton-Sulfoxid,84.0,30.0,114.0
535,RF-0489-001-PPP,Bendiocarb,Bendiocarb,33.0,80.0,113.0
139,RF-0038-002-PPP,Benalaxyl,Benalaxyl,58.0,55.0,113.0
350,RF-0284-001-PPP,Metamitron,Metamitron,43.0,70.0,113.0
492,RF-0425-002-PPP,Tolylfluanid (sum),Tolylfluanid,68.0,44.0,112.0
626,RF-0660-001-PPP,Ethiofencarb,Ethiofencarb,48.0,62.0,110.0
401,RF-0335-001-PPP,Phenothrin (sum),Phenothrin (phenothrin including other mixtures of constituent isomers (sum of isomers)),67.0,41.0,108.0
109,RF-0011-003-PPP,Abamectin (sum),Avermectin B1a,0.0,108.0,108.0
758,RF-0919-001-PPP,Terbutryn,Terbutryn,45.0,63.0,108.0
289,RF-0208-001-PPP,Fluopicolide,Fluopicolide,36.0,71.0,107.0
725,RF-0864-001-PPP,Propazine,Propazine,36.0,71.0,107.0
248,RF-0163-001-PPP,Ethofumesate (sum),"Ethofumesate (sum of ethofumesate and the metabolite 2,3-dihydro-3,3-dimethyl-2-oxo-benzofuran-5-yl methane sulphonate expressed as ethofumesate)",42.0,64.0,106.0
709,RF-0828-001-PPP,Paraoxon,Paraoxon,61.0,45.0,106.0
501,RF-0435-001-PPP,Trichlorfon,Trichlorfon,43.0,63.0,106.0
678,RF-0762-001-PPP,Isoprocarb,Isoprocarb,53.0,52.0,105.0
434,RF-0364-002-PPP,Propyzamide (sum),"Propyzamide (sum of propyzamide and all metabolites containing the 3,5-dichlorobenzoic acid fraction expressed as propyzamide)",45.0,60.0,105.0
193,RF-0111-001-PPP,Cymoxanil,Cymoxanil,30.0,74.0,104.0
426,RF-0355-001-PPP,Propanil,Propanil,53.0,51.0,104.0
335,RF-0262-001-PPP,Lenacil,Lenacil,53.0,50.0,103.0
597,RF-0605-001-PPP,"Dichlorobenzophenone, 4,4`-","Dichlorobenzophenone, 4,4`-",53.0,50.0,103.0
688,RF-0779-001-PPP,Mephosfolan,Mephosfolan,53.0,48.0,101.0
177,RF-0093-001-PPP,Chlozolinate,Chlozolinate,53.0,48.0,101.0
374,RF-0304-001-PPP,Molinate,Molinate,53.0,48.0,101.0
168,RF-0078-001-PPP,Chlorfenson,Chlorfenson,63.0,37.0,100.0
704,RF-0819-001-PPP,Nuarimol,Nuarimol,62.0,38.0,100.0
255,RF-0173-001-PPP,Fenamiphos (sum),Fenamiphos (sum of fenamiphos and its sulphoxide and sulphone expressed as fenamiphos),50.0,50.0,100.0
579,RF-0577-001-PPP,Cyanofenphos,Cyanofenphos,53.0,46.0,99.0
461,RF-0389-001-PPP,Silthiofam,Silthiofam,53.0,46.0,99.0
676,RF-0759-001-PPP,Isofenphos-oxon,Isofenphos-oxon,53.0,46.0,99.0
239,RF-0152-002-PPP,Diuron,Diuron,43.0,56.0,99.0
658,RF-0727-001-PPP,Furalaxyl,Furalaxyl,53.0,46.0,99.0
590,RF-0594-002-PPP,Demeton-S-Methyl (sum),Demeton-S-Methyl,37.0,61.0,98.0
563,RF-0544-001-PPP,Chlorbromuron,Chlorbromuron,58.0,40.0,98.0
85,RF-00007586-PAR,Fenpropidin (sum),Fenpropidin,0.0,97.0,97.0
140,RF-0039-001-PPP,Benfluralin,Benfluralin,46.0,50.0,96.0
217,RF-0135-001-PPP,Diflufenican,Diflufenican,40.0,56.0,96.0
670,RF-0752-001-PPP,Isazofos,Isazofos,53.0,42.0,95.0
580,RF-0578-001-PPP,Cyanophos,Cyanophos,53.0,42.0,95.0
740,RF-0887-001-PPP,Quizalofop-Ethyl,Quizalofop-Ethyl,23.0,72.0,95.0
166,RF-0074-001-PPP,Chlorbufam,Chlorbufam,53.0,42.0,95.0
200,RF-0122-001-PPP,Di-allate (sum of isomers),Di-allate (sum of isomers),25.0,69.0,94.0
483,RF-0416-002-PPP,Thiabendazole (sum),Thiabendazole (sum of thiabendazole and 5-hydroxythiabendazole),47.0,47.0,94.0
795,RF-1006-001-PPP,Spiroxamine (sum),"Spiroxamine carboxylic acid metabolite M06, expressed as spiroxamine (sum of isomers)",42.0,52.0,94.0
671,RF-0754-001-PPP,Isocarbophos,Isocarbophos,38.0,55.0,93.0
79,RF-00005730-PAR,Fluazifop-P (sum),"Fluazifop-P (sum of all the constituent isomers of fluazifop, its esters and its conjugates, expressed as fluazifop)",0.0,92.0,92.0
247,RF-0162-001-PPP,Ethirimol,Ethirimol,45.0,47.0,92.0
644,RF-0692-002-PPP,Fipronil (sum),Fipronil-Desulfinyl,0.0,89.0,89.0
637,RF-0682-001-PPP,Fenpiclonil,Fenpiclonil,38.0,51.0,89.0
