,sampleId,sampCountry,origCountry,productCode,efsaProductCode,productTreat,progType,pesticideCode,resVal,fatPerc,resType,year,tag,short_name,long_name,paramcode,limit,mandatory
64963,4F5178B77303C8A8401C494A70CB6B40,DE,DE,P1020010A,-1,T999A,K005A,RF-XXXX-XXX-XXX,0.18,-1.0,VAL,2012,Not in list,Not in list,Not in list,RF-XXXX-XXX-XXX,0.01,True
64964,14E456D2CEE64FB55EE6C8C6F226CD49,DE,DE,P1020010A,-1,T999A,K005A,RF-XXXX-XXX-XXX,0.44,-1.0,VAL,2012,Not in list,Not in list,Not in list,RF-XXXX-XXX-XXX,0.01,True
64965,4309EEA4BC5982D7CAB6B28C9C5AA4F3,DE,DE,P1020010A,-1,T999A,K005A,RF-XXXX-XXX-XXX,1.82,-1.0,VAL,2012,Not in list,Not in list,Not in list,RF-XXXX-XXX-XXX,0.01,True
64977,294E55C4E9F6C8B49DF39707C0706381,DE,DE,P1020010A,-1,T999A,K005A,RF-XXXX-XXX-XXX,0.15,-1.0,VAL,2012,Not in list,Not in list,Not in list,RF-XXXX-XXX-XXX,0.01,True
64979,FDB1D0E6B6EF95921CF1CB1106B5C48C,DE,DE,P1020010A,-1,T999A,K005A,RF-XXXX-XXX-XXX,0.21,-1.0,VAL,2012,Not in list,Not in list,Not in list,RF-XXXX-XXX-XXX,0.01,True
64980,F047AC524A604CA7B164B3769EDA6447,DE,DE,P1020010A,-1,T999A,K005A,RF-XXXX-XXX-XXX,0.15,-1.0,VAL,2012,Not in list,Not in list,Not in list,RF-XXXX-XXX-XXX,0.01,True
64984,81A8F5D2CCACCD72FEDBCC90BEBC5B79,DE,DE,P1020010A,-1,T999A,K005A,RF-XXXX-XXX-XXX,0.15,-1.0,VAL,2012,Not in list,Not in list,Not in list,RF-XXXX-XXX-XXX,0.01,True
64986,381401DD53774908E9F7AC0572A3D653,DE,DE,P1020010A,-1,T999A,K005A,RF-XXXX-XXX-XXX,0.1,-1.0,VAL,2012,Not in list,Not in list,Not in list,RF-XXXX-XXX-XXX,0.01,True
64989,2E291DC823974F83A6B8B7A5446780C6,DE,DE,P1020010A,-1,T999A,K005A,RF-XXXX-XXX-XXX,0.09,-1.0,VAL,2012,Not in list,Not in list,Not in list,RF-XXXX-XXX-XXX,0.01,True
64990,C31881A8A6560E47CC3007656A23FD15,DE,DE,P1020010A,-1,T999A,K005A,RF-XXXX-XXX-XXX,0.074,-1.0,VAL,2012,Not in list,Not in list,Not in list,RF-XXXX-XXX-XXX,0.01,True
95398,2635FA88E18E72811BE6007AFBD02D83,BE,BE,P1020010A,-1,T999A,K005A,RF-0236-002-PPP,0.01532,4.0,VAL,2012,Heptachlor (sum),"Heptachlorepoxide, cis-","Heptachlorepoxide, cis-",RF-0236-002-PPP,0.004,True
95460,9199BFC05D2A8C93D7A21F0771BB5A39,BE,BE,P1020010A,-1,T999A,K005A,RF-0237-001-PPP,0.01,4.0,VAL,2012,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
95502,9199BFC05D2A8C93D7A21F0771BB5A39,BE,BE,P1020010A,-1,T999A,K005A,RF-0239-002-PPP,0.012,4.0,VAL,2012,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
119421,E1D955D19A6DEAAAF7B63DEE1C08DA29,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,1.72,-1.0,VAL,2013,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
158327,4A33A2FA8407B525B7E10673B50127B1,SK,SK,P1020010A,-1,T150A,K005A,RF-1078-002-PPP,0.15,-1.0,VAL,2013,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
172238,06B88D7856317A72DE69947148CF230F,BE,BE,P1020010A,-1,T999A,K005A,RF-0236-001-PPP,0.02189,4.0,VAL,2013,Heptachlor (sum),Heptachlor (sum),Heptachlor (sum of heptachlor and heptachlor epoxide expressed as heptachlor),RF-0236-001-PPP,0.004,True
172248,62B2299B53C60D633514E14F794EBD1F,BE,BE,P1020010A,-1,T999A,K005A,RF-0236-001-PPP,0.03549,4.0,VAL,2013,Heptachlor (sum),Heptachlor (sum),Heptachlor (sum of heptachlor and heptachlor epoxide expressed as heptachlor),RF-0236-001-PPP,0.004,True
172250,D4AFDCE1B3996C294B8963461C27C29C,BE,BE,P1020010A,-1,T999A,K005A,RF-0236-001-PPP,0.01016,4.0,VAL,2013,Heptachlor (sum),Heptachlor (sum),Heptachlor (sum of heptachlor and heptachlor epoxide expressed as heptachlor),RF-0236-001-PPP,0.004,True
172264,FF5D385209A39ED697D86C2D7A34F638,BE,BE,P1020010A,-1,T999A,K005A,RF-0236-001-PPP,0.01097,4.0,VAL,2013,Heptachlor (sum),Heptachlor (sum),Heptachlor (sum of heptachlor and heptachlor epoxide expressed as heptachlor),RF-0236-001-PPP,0.004,True
172268,06B88D7856317A72DE69947148CF230F,BE,BE,P1020010A,-1,T999A,K005A,RF-0236-002-PPP,0.02189,4.0,VAL,2013,Heptachlor (sum),"Heptachlorepoxide, cis-","Heptachlorepoxide, cis-",RF-0236-002-PPP,0.004,True
172278,62B2299B53C60D633514E14F794EBD1F,BE,BE,P1020010A,-1,T999A,K005A,RF-0236-002-PPP,0.02086,4.0,VAL,2013,Heptachlor (sum),"Heptachlorepoxide, cis-","Heptachlorepoxide, cis-",RF-0236-002-PPP,0.004,True
172280,D4AFDCE1B3996C294B8963461C27C29C,BE,BE,P1020010A,-1,T999A,K005A,RF-0236-002-PPP,0.01016,4.0,VAL,2013,Heptachlor (sum),"Heptachlorepoxide, cis-","Heptachlorepoxide, cis-",RF-0236-002-PPP,0.004,True
172294,FF5D385209A39ED697D86C2D7A34F638,BE,BE,P1020010A,-1,T999A,K005A,RF-0236-002-PPP,0.01097,4.0,VAL,2013,Heptachlor (sum),"Heptachlorepoxide, cis-","Heptachlorepoxide, cis-",RF-0236-002-PPP,0.004,True
172364,D1D5E2B76018F7B0FA3239401BD7BD70,BE,BE,P1020010A,-1,T999A,K005A,RF-0237-001-PPP,0.02611,4.0,VAL,2013,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
172367,62B2299B53C60D633514E14F794EBD1F,BE,BE,P1020010A,-1,T999A,K005A,RF-0237-001-PPP,0.01025,4.0,VAL,2013,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
172428,BF1F03AEA8576B33DD4759A649A44BCA,BE,BE,P1020010A,-1,T999A,K005A,RF-0239-002-PPP,0.02383,4.0,VAL,2013,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
172444,BC8DBCBD92BEA465F25F23483DF64D52,BE,BE,P1020010A,-1,T999A,K005A,RF-0239-002-PPP,0.01635,4.0,VAL,2013,HCH-beta,HCH-beta,"Hexachlorocyclohexane (HCH), beta-isomer",RF-0239-002-PPP,0.01,True
172496,27B7E901DF99AA332A75EF4FD5D7530B,BE,BE,P1020010A,-1,T999A,K005A,RF-0295-001-PPP,0.03476,4.0,VAL,2013,Methoxychlor,Methoxychlor,Methoxychlor,RF-0295-001-PPP,0.01,True
194640,0ADA2CE05BD33EB3271748FF8CDE2887,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,1.32,-1.0,VAL,2014,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
194647,8936FA13383D867EBAD0C6DF4BC0E72A,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,0.26,-1.0,VAL,2014,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
194648,2EEBA1D8335C9EC7F520977FB5D0B2BF,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,0.13,-1.0,VAL,2014,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
194649,7AF8BFDA0933FC9D751FCB4443BF7A15,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,3.01,-1.0,VAL,2014,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
194652,DAD17D5E1E2AB0B0050C3C3196E5C51F,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,7.03,-1.0,VAL,2014,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
194669,4909AFFAACFACACEE1272F84F76D03EC,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,1.32,4.0,VAL,2014,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
194672,2EAABD6B8008227F6768D620A440C980,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,1.6,-1.0,VAL,2014,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
194673,5CD6188742FA64554A52BC8520F3F697,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,13.98,-1.0,VAL,2014,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
194676,63A747560BDA65DBED21B5764E9BF757,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,0.281,-1.0,VAL,2014,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
194680,53AD9FF543175A32CD76BAB36F15D2C0,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,1.155,-1.0,VAL,2014,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
194686,0252EA9FB8E5E9BFA57C820CA930CDF3,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,0.28,-1.0,VAL,2014,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
194687,D807906BCC335265869DC29E1A7A1922,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,0.49,-1.0,VAL,2014,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
194688,B6A7636A165C810D4EDC7F7365D560C0,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,0.63,-1.0,VAL,2014,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
194692,3B4F72010D93DBFAEC9B00AC85C76848,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,0.11,-1.0,VAL,2014,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
194694,7A7CB68AB33580E94D3E6013EDF4638D,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,0.589,-1.0,VAL,2014,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
194697,CF2FDA0587344BE44372887F0A9637DC,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,0.23,-1.0,VAL,2014,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
194699,8329B0158FB9A9E7F9E936B120409EAF,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,0.88,-1.0,VAL,2014,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
200509,1A39F4B392BF61797CBF3F622B336F28,DE,DE,P1020010A,-1,T999A,K005A,RF-0842-001-PPP,0.00152,4.0,VAL,2014,Permethrin (sum),Permethrin (sum),Permethrin (sum of isomers),RF-0842-001-PPP,0.0,True
200542,7B871E13C53512E6193EC97A7FE87A14,DE,DE,P1020010A,-1,T999A,K005A,RF-0842-001-PPP,0.00056,4.0,VAL,2014,Permethrin (sum),Permethrin (sum),Permethrin (sum of isomers),RF-0842-001-PPP,0.0,True
200658,C68894362689867BDF50C2584274BC01,DE,DE,P1020010A,-1,T999A,K005A,RF-0842-001-PPP,0.00112,4.0,VAL,2014,Permethrin (sum),Permethrin (sum),Permethrin (sum of isomers),RF-0842-001-PPP,0.0,True
201042,C9D161747AB63D7F9CB6BDBA46F85F18,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,29.8,-1.0,VAL,2014,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
201043,0ADA2CE05BD33EB3271748FF8CDE2887,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,1.8,-1.0,VAL,2014,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
201061,F25715AD0DB32AB76402D75D94A7FBBD,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,21.8,-1.0,VAL,2014,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
201062,6758E60B1A3149E3EE46F20FE3C70555,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,0.81,-1.0,VAL,2014,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
201064,016124A9D7E856F5ADC41D61514CF077,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,0.66,-1.0,VAL,2014,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
201065,4350A8AB6F3A2942623A700C4CB191F8,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,4.82,-1.0,VAL,2014,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
201069,B6A7636A165C810D4EDC7F7365D560C0,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,1.46,-1.0,VAL,2014,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
201070,90C244526E76FB718502A602511752EE,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,0.53,-1.0,VAL,2014,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
201071,F1F5FF9EF9C6DFC08C34E32737D8F121,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,0.18,-1.0,VAL,2014,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
201085,84E1633D9277884A87F8E11AECBE766F,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,9.31,-1.0,VAL,2014,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
201091,8329B0158FB9A9E7F9E936B120409EAF,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,1.43,-1.0,VAL,2014,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
201108,DAD17D5E1E2AB0B0050C3C3196E5C51F,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-007-PPP,0.87,-1.0,VAL,2014,BAC 18,BAC 18,BAC 18,RF-1078-007-PPP,0.1,True
257604,F265868A93A7A4E98F52F43B7E8E9100,AT,AT,P1020010A,-1,T150A,K005A,RF-0237-001-PPP,0.0275,-1.0,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
257605,4027110586062E5E910848C8AD2D04CD,AT,AT,P1020010A,-1,T150A,K005A,RF-0237-001-PPP,0.012,-1.0,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
257606,64385ACBD3D0487CE34BEF5958E6ACEB,AT,AT,P1020010A,-1,T150A,K005A,RF-0237-001-PPP,0.0235,-1.0,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
257607,A91932D10187CA1FCF14C890E9D2588D,AT,AT,P1020010A,-1,T150A,K005A,RF-0237-001-PPP,0.006,-1.0,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
257608,4EC40A573FFA5035657B7FFD324DA624,AT,AT,P1020010A,-1,T150A,K005A,RF-0237-001-PPP,0.014,-1.0,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
259054,F8E3BCC72CBDC5DB4BADC373B657D0AD,AT,AT,P1020010A,-1,T150A,K005A,RF-0237-001-PPP,0.009,-1.0,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
259055,DB53D3486B0BDDE62EE7E3B3212DF519,AT,AT,P1020010A,-1,T150A,K005A,RF-0237-001-PPP,0.019,-1.0,VAL,2015,Hexachlorobenzene,Hexachlorobenzene,Hexachlorobenzene,RF-0237-001-PPP,0.005,True
261808,6ABCD59EF88295A4F5C54196033328C6,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,0.612,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
264772,7923F6E8B078E4C840B7AB5C83BD0B0B,DE,DE,P1020010A,-1,T999A,K005A,RF-00002582-PAR,2.9,-1.0,VAL,2015,Benzalkonium chloride,Benzalkonium chloride,Benzalkonium chloride (BAC),RF-00002582-PAR,0.1,True
270368,E54F476A43E0AD6CFAD3579041F9A028,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,0.412,-1.0,VAL,2015,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
270370,2DD3D835CD56BD29A82A35CEF324E428,DE,DE,P1020010A,-1,T999A,K005A,RF-1078-002-PPP,2.29,-1.0,VAL,2015,DDAC (mix),DDAC (mix),"Didecyldimethylammonium chloride (mixture of alkyl-quaternary ammonium salts with alkyl chain lengths of C8, C10 and C12)",RF-1078-002-PPP,0.1,True
